SYMBOL,avg_log2FC,AveExpr,t,Pvalue,adj.P.Val,B
TULP3,-0.130576229,3.222465075,-3.315625462,0.009940603,0.114117372,-2.723872063
NTAN1,-0.091924756,3.411439106,-3.315575984,0.009941355,0.114117372,-2.723947736
QSOX1,-0.15122562,3.096008736,-3.314465581,0.009958259,0.114189872,-2.725646062
MOB2,-0.130473393,3.242977555,-3.314166036,0.009962824,0.114189872,-2.726104225
ATG9B,-0.988142577,2.277221212,-3.311751337,0.009999704,0.114516303,-2.729797863
SMARCA5,0.094177002,3.44181423,3.311307386,0.0100065,0.114516303,-2.730477006
MTM1,-0.199626101,2.362788458,-3.310171338,0.010023913,0.11457086,-2.732214977
TRIM27,0.178251739,3.19901915,3.309679583,0.010031461,0.11457086,-2.732967317
FGFR1OP2,0.151885282,2.939978694,3.309509516,0.010034072,0.11457086,-2.73322751
RP11-29H23.4,0.345478483,2.011714204,3.30695863,0.010073329,0.114932033,-2.737130506
DIEXF,0.146504619,3.164272911,3.30317541,0.010131848,0.115275443,-2.74292007
TRAF3,0.377595353,2.483804824,3.303006727,0.010134465,0.115275443,-2.743178239
BICD1,0.495553688,2.611314482,3.302295917,0.010145503,0.115275443,-2.744266159
CASK,0.234586184,3.104008973,3.302278873,0.010145768,0.115275443,-2.744292246
CCNK,0.094098596,3.547251182,3.302204651,0.010146921,0.115275443,-2.744405847
RAB40A,-0.70110376,2.212515962,-3.302050448,0.010149318,0.115275443,-2.744641867
GAS2L3,0.233112379,3.015562396,3.300899903,0.010167217,0.115353577,-2.74640293
PGM1,-0.089286278,3.601818377,-3.300624683,0.010171504,0.115353577,-2.746824209
SLC7A6,0.284531164,2.072990125,3.299329631,0.0101917,0.115495716,-2.748806625
RRP1B,0.143283899,3.560967183,3.297363891,0.010222436,0.115685337,-2.751815978
EHD3,-0.528129795,3.20019117,-3.297277834,0.010223784,0.115685337,-2.751947729
MCL1,-0.209096201,3.117927354,-3.292914681,0.010292363,0.11637396,-2.758628483
MYOCD,-0.563213116,2.943923568,-3.290676269,0.010327732,0.116686344,-2.762056509
KLF8,-0.104770293,2.917742638,-3.289774649,0.010342015,0.116760189,-2.763437417
NRF1,0.107846892,3.006716019,3.286862303,0.010388292,0.117178609,-2.767898391
DEPDC1,0.44174408,2.533400444,3.286464741,0.010394626,0.117178609,-2.768507409
FOXP4,0.399586018,2.626114145,3.285597178,0.010408462,0.117185837,-2.76983646
NSUN5,0.110421641,3.459908951,3.285449621,0.010410817,0.117185837,-2.770062514
PIK3C2A,-0.234447279,3.053528727,-3.283273113,0.010445622,0.117329782,-2.773397089
KIF4A,0.713387111,2.877680722,3.281856965,0.010468333,0.117329782,-2.775566946
GUSBP1 ,0.294428242,2.884141343,3.280870733,0.010484181,0.117329782,-2.777078173
APBA2,0.412701503,2.299930934,3.280854136,0.010484448,0.117329782,-2.777103607
C4orf3,-0.17983376,3.709721535,-3.279983026,0.010498466,0.117329782,-2.778438498
LOC101929240 ,0.073194437,3.724570996,3.279970526,0.010498667,0.117329782,-2.778457653
KIAA0101,0.129551217,3.646152638,3.2798616,0.010500422,0.117329782,-2.778624576
GSTZ1,-0.403430299,2.968059538,-3.279817017,0.01050114,0.117329782,-2.778692898
ASAH1,-0.141389199,3.530748684,-3.279602194,0.010504601,0.117329782,-2.779022106
LOC102724312,-0.192703414,2.124116678,-3.279458689,0.010506914,0.117329782,-2.779242023
SRSF5,-0.106812529,3.747993313,-3.278835208,0.010516968,0.117329782,-2.780197512
PFKFB3,-0.201184434,3.433967853,-3.27853473,0.010521817,0.117329782,-2.780658009
BBOX1,-0.859571846,2.927718583,-3.277945205,0.010531337,0.117329782,-2.781561505
B3GNT8,-0.413747731,2.7773398,-3.277867685,0.01053259,0.117329782,-2.781680312
TMF1,-0.127361375,3.235164434,-3.274472978,0.010587595,0.117620861,-2.786883559
LOC440173,0.82162596,2.202254909,3.273988073,0.010595476,0.117620861,-2.787626875
HAUS7,0.186735869,2.962772748,3.273957657,0.010595971,0.117620861,-2.787673501
GRINA,0.239640995,3.139729112,3.273478863,0.01060376,0.117620861,-2.788407469
DHX57,0.123453804,2.941508695,3.27338938,0.010605216,0.117620861,-2.788544644
VASN,-0.330142136,2.862713026,-3.272998321,0.010611583,0.117620861,-2.789144137
NETO2,0.480241607,3.162137791,3.272447626,0.010620555,0.117620861,-2.789988372
CHML,0.351307541,1.933484772,3.272411055,0.010621151,0.117620861,-2.790044437
BC040901 ,-0.246517949,2.132668463,-3.271240119,0.010640257,0.117724122,-2.791839608
IP6K3,-0.617998551,2.171429088,-3.270882633,0.010646097,0.117724122,-2.792387696
NADK,0.155029928,2.886029686,3.269613412,0.010666859,0.117867232,-2.794333712
EVC2,-0.214496222,2.208641208,-3.267714089,0.010698008,0.11790729,-2.797246069
ZFYVE21,-0.191375166,3.342448826,-3.267549475,0.010700712,0.11790729,-2.797498496
LOC494150,0.143337651,2.0859289,3.267116215,0.010707833,0.11790729,-2.798162889
EFNB1,0.347032397,2.343105009,3.26685469,0.010712133,0.11790729,-2.798563938
HIST1H2AC,-0.245947792,3.4689914,-3.266602187,0.010716287,0.11790729,-2.798951156
SPG11,-0.089367576,3.507152839,-3.266533222,0.010717422,0.11790729,-2.799056917
CTA-384D8.35,0.657878396,2.319054448,3.262862588,0.010778005,0.118487307,-2.804686518
PDXP ,0.158666871,2.918423063,3.261274049,0.010804335,0.118634831,-2.807123175
COA6,0.144946574,3.508774276,3.26110343,0.010807167,0.118634831,-2.8073849
EXT1,0.204234092,3.505276543,3.25883187,0.010844945,0.118902269,-2.810869625
ANKRD39,0.155489023,2.925815858,3.258690101,0.010847308,0.118902269,-2.811087121
FAM72A ,0.244640431,3.237832653,3.25677278,0.010879309,0.119125117,-2.814028763
CCPG1,-0.125245643,2.959331192,-3.256525411,0.010883445,0.119125117,-2.814408309
LIAS,-0.45026446,2.920256177,-3.255765973,0.010896153,0.119177665,-2.815573568
HILPDA,-0.306886876,3.496895885,-3.254169317,0.010922922,0.119254089,-2.818023582
MAB21L3,-1.055457278,2.521048377,-3.25363158,0.010931952,0.119254089,-2.818848767
UTRN,-0.273113803,3.090120037,-3.253611203,0.010932295,0.119254089,-2.818880037
NAGK,-0.181978805,3.632398771,-3.25346272,0.01093479,0.119254089,-2.819107895
PTK6,-0.7491354,3.12141183,-3.252314323,0.010954107,0.119306055,-2.820870261
ASB8,-0.151175558,3.218223749,-3.252238378,0.010955386,0.119306055,-2.820986812
ZBTB39,0.193284962,2.732728455,3.250674908,0.010981747,0.119326547,-2.823386338
KDM6B,0.266273136,2.815201077,3.250669189,0.010981843,0.119326547,-2.823395116
WDYHV1,0.162380684,3.282480949,3.250555197,0.010983768,0.119326547,-2.823570072
DTX4,0.245117565,3.241526887,3.249547569,0.011000795,0.119326547,-2.825116634
ALG3,0.125666201,3.406354011,3.249524743,0.011001181,0.119326547,-2.825151669
LOC100509445 ,0.201310101,3.220174396,3.249011729,0.011009861,0.119326547,-2.825939102
ZFAT,0.141631557,2.728503823,3.24884476,0.011012688,0.119326547,-2.826195391
SCARA5,-0.849843413,2.997167279,-3.247652812,0.011032888,0.119459547,-2.828025026
ANGPTL1,-0.570544,2.844702441,-3.246788465,0.011047561,0.119518435,-2.829351866
EPT1,0.168553626,3.237541934,3.246398552,0.011054186,0.119518435,-2.829950432
GNG11,-0.22217368,3.430584503,-3.245629799,0.011067262,0.119574029,-2.831130598
PAFAH1B1,-0.101443166,3.308782317,-3.24282841,0.011115046,0.119803021,-2.835431602
PLA2G15,0.313247529,2.513965908,3.242645807,0.011118169,0.119803021,-2.835711977
COMMD5,0.259531183,2.842544282,3.242589167,0.011119137,0.119803021,-2.835798944
TARBP2,0.146981808,3.021361844,3.242154973,0.011126566,0.119803021,-2.836465629
KHSRP,0.237014861,2.382877345,3.242059496,0.0111282,0.119803021,-2.836612232
HSP90AA1,0.083175653,3.935160821,3.240827195,0.011149314,0.119926031,-2.838504464
TLCD1,0.233588733,2.9514809,3.240306754,0.011158244,0.119926031,-2.839303651
ZNF185,-0.370015762,3.686908143,-3.240000837,0.011163497,0.119926031,-2.839773426
DTX3L,0.14199699,3.580269061,3.23937091,0.01117432,0.119949032,-2.840740782
BRCC3,-0.16597558,3.147873739,-3.238950256,0.011181555,0.119949032,-2.841386782
COX17,0.504543165,2.275656027,3.238227217,0.011194,0.119975213,-2.84249719
SPTSSA,0.139063084,3.702915205,3.23788387,0.011199915,0.119975213,-2.843024499
BIRC5,0.643928374,2.567045565,3.236101459,0.011230675,0.120066571,-2.845762054
HSPBP1,0.119915319,3.266170537,3.236092571,0.011230829,0.120066571,-2.845775706
PLXND1,0.325605595,2.384247765,3.235879453,0.011234512,0.120066571,-2.846103043
CALR,0.188734271,3.160409264,3.235283439,0.011244821,0.120066571,-2.847018511
GPR137B,0.187718359,3.202297505,3.233994422,0.011267151,0.120066571,-2.848998509
CHERP,0.089880197,3.517140073,3.233832704,0.011269956,0.120066571,-2.849246926
RORC,-0.710293518,2.111302619,-3.23268714,0.011289844,0.120066571,-2.851006695
KDM3A,-0.1135346,3.509124825,-3.232551302,0.011292205,0.120066571,-2.85121537
PES1,0.106194694,3.357186578,3.232513498,0.011292862,0.120066571,-2.851273446
MIB2,-0.228311207,2.846243905,-3.231641071,0.011308037,0.120066571,-2.852613711
ERAL1,0.109984346,3.254690016,3.231554672,0.011309541,0.120066571,-2.852746444
TPCN1,-0.133774468,3.339577535,-3.2313798,0.011312586,0.120066571,-2.853015099
PRPF18,-0.097040453,3.422877395,-3.230805033,0.0113226,0.120066571,-2.853898128
C8orf59,0.181550622,3.126064606,3.229644774,0.011342842,0.120066571,-2.85568074
U47924.27,0.261187768,2.653097858,3.229425609,0.01134667,0.120066571,-2.856017476
PRSS8,-0.175508899,3.336394959,-3.22929473,0.011348957,0.120066571,-2.856218565
SF3A2,0.100801092,3.158269672,3.22916776,0.011351175,0.120066571,-2.85641365
EMCN,-0.546675872,2.658048704,-3.229129987,0.011351835,0.120066571,-2.856471687
FAM46B,-0.480110333,3.399284368,-3.225680138,0.011412297,0.120610982,-2.861772744
DPP9,0.166118917,3.005529622,3.225148917,0.011421637,0.120610982,-2.862589101
TCP11L2,-0.597498927,2.14445691,-3.224736869,0.011428887,0.120610982,-2.863222332
FPGS,0.14495957,3.023620501,3.224371685,0.011435317,0.120610982,-2.863783555
ARAP1,0.419332537,2.507402332,3.220652043,0.011501022,0.121159494,-2.869500551
ASB6,0.227399356,2.805161476,3.220333603,0.011506666,0.121159494,-2.869990033
DAZAP2 ,-0.333567487,2.374260373,-3.220064444,0.011511438,0.121159494,-2.87040377
ZNF623,0.238533634,3.031097556,3.218372548,0.011541484,0.121359505,-2.873004589
MTHFSD,0.210913128,2.798640418,3.217614383,0.011554974,0.121359505,-2.874170127
MED30,0.135721455,3.111605257,3.216948122,0.011566843,0.121359505,-2.875194414
GMFB,0.148844271,3.41923384,3.216872025,0.011568199,0.121359505,-2.875311404
FUT1,0.281744222,2.783291489,3.216555395,0.011573845,0.121359505,-2.875798195
MGC24103,-0.369792087,2.168718471,-3.216280241,0.011578753,0.121359505,-2.876221224
STIM2,0.245307948,3.065363307,3.215338628,0.011595567,0.121361581,-2.877668932
MOCS2,-0.163167824,3.344608902,-3.215135536,0.011599197,0.121361581,-2.87798119
C8orf82,0.176132549,3.335523276,3.214916787,0.011603108,0.121361581,-2.878317524
SIPA1L3,0.183396882,2.938289425,3.214373988,0.011612818,0.121378915,-2.879152111
SYCP2,0.581061868,2.170449171,3.21317455,0.011634306,0.121519238,-2.880996398
GMEB1,0.102581785,3.005112524,3.212668052,0.011643392,0.121529923,-2.881775234
LYNX1,-0.746307103,3.434433612,-3.211432338,0.011665592,0.121677368,-2.883675459
DIO2,-0.966117868,3.001807958,-3.209602834,0.011698539,0.121936644,-2.886488992
MCM4,0.261742611,3.351561125,3.208687599,0.011715059,0.122024439,-2.887896594
SLC5A3,0.167020408,3.262391083,3.207753266,0.011731948,0.122115962,-2.88933363
GINS1,0.306910374,3.35209576,3.206979843,0.011745947,0.122160614,-2.890523232
ZWINT,0.159230871,3.536108523,3.206621044,0.011752448,0.122160614,-2.891075113
MKNK2,-0.084839813,3.932871297,-3.204766225,0.011786112,0.122366835,-2.893928234
RTEL1,0.281310329,2.556538335,3.204383144,0.011793077,0.122366835,-2.894517528
WDR34,0.124460291,3.252143832,3.204187107,0.011796644,0.122366835,-2.894819095
PLXDC2,-0.450468457,2.829185289,-3.202168204,0.011833435,0.122664052,-2.897924982
KNSTRN,0.180742748,3.161212965,3.201458583,0.011846395,0.122692527,-2.899016735
GIPC2,-0.619904513,2.679690495,-3.201126634,0.011852463,0.122692527,-2.899527451
JADE2,0.277180399,3.40769288,3.198927432,0.011892744,0.122941382,-2.902911212
FAM174A,-0.166772924,3.5822936,-3.198525103,0.011900129,0.122941382,-2.903530284
FBXW11,-0.084818606,3.454751428,-3.198479075,0.011900974,0.122941382,-2.90360111
PTCHD1,-0.642604301,2.058469999,-3.197674903,0.01191575,0.12300971,-2.904838546
CENPL,0.334189744,2.600677862,3.197159617,0.011925227,0.123023291,-2.905631479
MSTO1,0.260406125,2.985909256,3.196544401,0.011936554,0.123055908,-2.906578209
CYP2C18,-0.737965751,3.142831473,-3.19552927,0.011955267,0.12313007,-2.908140411
SAMD8,-0.122507943,3.41558188,-3.195268104,0.011960086,0.12313007,-2.908542337
TMC6,0.228535515,3.236220755,3.194390527,0.011976296,0.123212783,-2.909892931
PLEKHA7,-0.32171019,3.112923162,-3.193225448,0.011997851,0.123350343,-2.911686077
ACLY,0.138942679,3.272733095,3.192472457,0.012011803,0.123356077,-2.912845039
LPCAT3 ,0.225493378,2.515494144,3.192209294,0.012016683,0.123356077,-2.913250095
TCF21,-0.628780767,2.945980128,-3.191870903,0.012022962,0.123356077,-2.913770946
MLLT3,-0.324344713,2.280542464,-3.18771803,0.012100292,0.124065035,-2.92016372
PREX2,-0.248482434,2.392385013,-3.186667215,0.012119941,0.124124891,-2.921781496
ZNF593,0.108274806,3.370796906,3.186525132,0.012122601,0.124124891,-2.922000246
CPE,-0.352324738,3.289411167,-3.185347034,0.012144675,0.124266491,-2.923814084
UQCRC2,-0.111618141,3.643848432,-3.184719545,0.012156449,0.124302583,-2.924780227
STAT2,0.105684231,2.516795813,3.184150426,0.012167139,0.124327538,-2.925656522
AIM2,0.470398693,3.09795155,3.182150561,0.012204779,0.124577504,-2.928735969
LATS2,-0.152327665,3.383605117,-3.181972724,0.012208132,0.124577504,-2.929009822
TYMS,0.26606437,3.087472427,3.179951254,0.012246314,0.124882575,-2.932122846
NEK2,0.464358649,3.134397321,3.178033688,0.012282648,0.125168409,-2.935076122
PTCD2,-0.254495215,2.833253274,-3.177254839,0.012297438,0.125171313,-2.936275713
SLC6A10P ,0.128848918,3.26312325,3.176509653,0.012311606,0.125171313,-2.937423495
MDC1,0.141615877,2.902892539,3.176291742,0.012315753,0.125171313,-2.937759143
WIF1,-0.888322764,2.392428018,-3.176270707,0.012316153,0.125171313,-2.937791543
ATAD3A,0.175361084,3.17260996,3.175600142,0.012328922,0.12521665,-2.938824434
FLG-AS1,-0.711777146,2.276785827,-3.174486209,0.012350164,0.125347923,-2.940540324
RBM28,0.144977864,3.214714235,3.173412919,0.012370667,0.125470327,-2.942193689
HNRNPA2B1,0.069861546,3.851699429,3.172983839,0.012378873,0.125470327,-2.942854693
RFX2,-0.383998297,2.814515455,-3.172062417,0.012396516,0.125564706,-2.9442742
TET1,0.399778071,2.175381872,3.171575506,0.012405849,0.125574853,-2.94502434
CD3EAP,0.221667079,3.200393329,3.170461192,0.012427237,0.125706919,-2.946741124
SERPINE2,-0.151337693,3.607667156,-3.168918213,0.012456915,0.125825115,-2.949118476
COX10-AS1,0.232301439,2.335975571,3.168458042,0.012465781,0.125825115,-2.949827517
ELL2,-0.455186919,3.130242212,-3.168216889,0.012470429,0.125825115,-2.950199097
RNLS,-0.14042805,2.947124047,-3.167847923,0.012477545,0.125825115,-2.950767626
PRR5L,0.559131896,2.192310958,3.167273469,0.012488633,0.125825115,-2.9516528
IGF1R,0.155714128,3.282630601,3.167253888,0.012489011,0.125825115,-2.951682973
ATF7,-0.13824004,3.246196202,-3.166345171,0.012506571,0.125917865,-2.953083261
PITX2,0.343346503,3.097292143,3.165809899,0.012516927,0.125938003,-2.953908114
AZIN1,0.091012823,3.69213533,3.163747943,0.012556904,0.126138614,-2.957085767
CRBN,-0.16118957,3.198534406,-3.163712255,0.012557597,0.126138614,-2.957140767
SCAMP2,-0.133853965,3.231511312,-3.162583857,0.012579532,0.126138614,-2.958879849
PBX3,-0.179454393,3.231136255,-3.162370915,0.012583675,0.126138614,-2.959208043
NXT1,0.201629665,3.370411106,3.162185953,0.012587276,0.126138614,-2.959493117
KIAA0907,0.115752833,3.564548798,3.161568635,0.0125993,0.126138614,-2.960444578
ADAM15,0.126217529,3.381335473,3.160341324,0.012623242,0.126138614,-2.962336283
INHBA,0.758694106,2.711898785,3.160250022,0.012625025,0.126138614,-2.962477015
ZNFX1,0.132677065,3.311307199,3.160230862,0.0126254,0.126138614,-2.962506548
CCDC6,-0.148077201,3.429565473,-3.160194819,0.012626104,0.126138614,-2.962562104
FLJ32255,0.333311858,2.566071986,3.160050344,0.012628926,0.126138614,-2.962784798
ROBO2,-0.51667282,2.125402959,-3.158452668,0.012660178,0.126367026,-2.965247543
CPS1,-0.514169364,2.286892913,-3.157108654,0.012686532,0.126546265,-2.967319412
FAM3D,-1.077380838,2.836900086,-3.156574862,0.012697014,0.126567061,-2.968142313
HEATR1,0.148160262,2.085659737,3.154098979,0.012745753,0.126920376,-2.971959417
FAM219B,-0.285932646,2.909531702,-3.153444925,0.012758661,0.126920376,-2.972967849
FAM189B,0.162506896,3.436326787,3.153150296,0.01276448,0.126920376,-2.973422121
C5orf66-AS1,-0.561644437,3.102658033,-3.152311965,0.012781052,0.126920376,-2.974714731
ATP6V1C1,0.188197434,3.325742532,3.152009903,0.012787029,0.126920376,-2.975180488
LHFP,-0.185138298,3.465346843,-3.151547758,0.012796179,0.126920376,-2.975893091
SNCAIP,0.289208294,2.83143201,3.151380608,0.01279949,0.126920376,-2.976150831
OCLN,-0.56341102,2.672762285,-3.151363655,0.012799826,0.126920376,-2.976176973
WDR74,0.107921855,3.235557223,3.148440124,0.012857883,0.127412242,-2.98068526
KPNB1,0.080948581,3.759849509,3.147860239,0.012869432,0.127442889,-2.981579548
PPP1R9B,0.142501823,3.217159826,3.146656469,0.01289344,0.127544052,-2.983436051
PDIA6,0.113671995,3.690571207,3.14649957,0.012896572,0.127544052,-2.983678034
MEX3A,0.363140326,2.074628939,3.14511549,0.012924241,0.127733872,-2.985812749
TBC1D16,0.390741869,2.39911414,3.143881048,0.01294897,0.127864142,-2.987716776
CXCL16,0.224824277,3.265883387,3.143610893,0.012954389,0.127864142,-2.98813348
SLC4A4,-0.413701464,2.373204974,-3.140823133,0.013010441,0.128333359,-2.992433781
DPH2,0.210500302,3.117965288,3.139183186,0.013043533,0.128568051,-2.994963738
MED7,-0.137886724,3.198210764,-3.138799175,0.013051295,0.128568051,-2.995556177
EHMT2,0.195813068,3.296589627,3.137809259,0.013071325,0.128681262,-2.997083434
SKAP2,-0.212083779,3.103126839,-3.136781334,0.013092158,0.128752633,-2.998669397
MTX1,0.088862568,3.445269598,3.136608725,0.01309566,0.128752633,-2.998935717
CCNE2,0.342507761,3.161037088,3.135935349,0.01310933,0.128803012,-2.999974698
HN1,0.102990972,3.647658149,3.133996117,0.013148781,0.129106466,-3.00296698
PIK3CD,0.145355767,3.143033363,3.13229987,0.01318339,0.129282842,-3.005584523
MCM3AP,0.09853769,3.277270947,3.132274947,0.013183899,0.129282842,-3.005622985
ELAVL1,0.087812779,3.667049643,3.131367231,0.013202459,0.129329855,-3.007023791
NTMT1,0.121686583,2.975785799,3.131201308,0.013205855,0.129329855,-3.007279853
CCDC25,-0.176054264,3.123003358,-3.130515871,0.013219892,0.129368266,-3.008337675
ENTPD7,0.621114387,2.363165577,3.130171811,0.013226944,0.129368266,-3.008868667
LARP1,0.125842768,3.514229794,3.128787398,0.013255358,0.129562102,-3.011005324
ZNF718,0.376187295,2.0024673,3.128089192,0.013269713,0.129577213,-3.012082958
LINC00312,-0.30964711,2.847855192,-3.127777799,0.01327612,0.129577213,-3.01256358
TMEM100,-0.669263997,2.68146319,-3.127356257,0.013284799,0.129577213,-3.013214224
ZNF423,-0.314697676,2.975924206,-3.126759901,0.013297087,0.129577213,-3.01413471
FAT4,-0.654553508,2.58901632,-3.126623918,0.01329989,0.129577213,-3.014344604
ZNF292,-0.084303224,3.0914107,-3.124129091,0.013351436,0.12999538,-3.01819567
HCFC2,-0.173641704,3.022403977,-3.123150211,0.013371718,0.130039142,-3.019706792
SULT2B1,-0.40624773,3.443033725,-3.123007062,0.013374686,0.130039142,-3.019927779
EIF4ENIF1,-0.084433095,3.308293792,-3.122663472,0.013381815,0.130039142,-3.020458206
