ID	HR	lower	upper	pvalue	symbol	as_id	splice_type	exons	from_exon	to_exon	novel_splice
AP1B1_ES_61605	0.730628822	0.543769516	0.981699891	0.037295246	AP1B1	61605	ES	17	16	18	0
ARPP19_ES_30672	0.692912404	0.490550382	0.978752881	0.037357257	ARPP19	30672	ES	04:05.2	2.6	6	0
KLC1_ES_29477	1.370494101	1.018597858	1.843960368	0.03737239	KLC1	29477	ES	14.1	13.3	15	0
DMKN_ES_49199	0.72888677	0.541176374	0.981705686	0.037388756	DMKN	49199	ES	7:08:11	6.4	12	0
MEF2C_ES_72758	1.519202916	1.024630882	2.252496522	0.0374292	MEF2C	72758	ES	6.1:6.2	5	8	0
COL1A1_ES_405864	1.368298212	1.018393693	1.83842458	0.037441187	COL1A1	405864	ES	24:28:29:30:31:32:33:34:35:36:37:38:39:41:42	23	43	1
FLI1_ES_19420	0.698298303	0.49778865	0.9795734	0.037573995	FLI1	19420	ES	6	5	7	0
NKIRAS2_ES_40983	0.729806126	0.542311164	0.982124317	0.037615435	NKIRAS2	40983	ES	5.5:5.6:6	5.3	7	0
NKIRAS2_ES_40984	0.729806126	0.542311164	0.982124317	0.037615435	NKIRAS2	40984	ES	5.6:6	5.3	7	0
AXIN2_ES_43093	0.729865142	0.542376517	0.982164804	0.037638992	AXIN2	43093	ES	7	6	8	0
PLEKHB2_ES_55379	0.674712472	0.465516608	0.977917676	0.037719826	PLEKHB2	55379	ES	07:08.1	6	9.2	0
TDP1_ES_28813	0.730966721	0.543889824	0.982390777	0.037732114	TDP1	28813	ES	9	8	10.1	0
GZMB_ES_27018	1.371035034	1.018010771	1.846480527	0.037757279	GZMB	27018	ES	4	3.2	5.1	0
CADM1_ES_18859	0.730906788	0.543781542	0.98242528	0.037757869	CADM1	18859	ES	2	1	3	0
AMN1_ES_21014	1.370035951	1.017927612	1.843941047	0.037783373	AMN1	21014	ES	5	1	6	0
YAF2_ES_21141	0.692399003	0.489406311	0.979587652	0.037851191	YAF2	21141	ES	3.1:3.2:5.2:7:8	2	9.1	0
CALD1_ES_81862	0.729837988	0.542139701	0.98252072	0.037873943	CALD1	81862	ES	8.3:9	8.2	10	0
MUC1_ES_8012	0.730259519	0.54259502	0.982830557	0.038057167	MUC1	8012	ES	3.2:3.3:3.4:4.1	2.2	4.2	0
SUCLA2_ES_25851	0.730015964	0.542193812	0.982901862	0.038116065	SUCLA2	25851	ES	6	5	7	0
FAM92A1_ES_84523	0.727565423	0.538629289	0.982775083	0.038151516	FAM92A1	84523	ES	11	10	12.1	0
NAV1_ES_9392	0.730011946	0.542153645	0.982963862	0.038157142	NAV1	9392	ES	13	12	14	0
RBM6_ES_64943	0.726739948	0.537434351	0.98272645	0.038159524	RBM6	64943	ES	4:5:6:7	2	8	0
KIAA0753_ES_38763	1.368728878	1.017205081	1.841731601	0.038209053	KIAA0753	38763	ES	4	3	6	0
CEP63_ES_66880	0.731544828	0.544263803	0.983269201	0.03828519	CEP63	66880	ES	16:17	15	18	0
SHOC2_ES_13100	1.403510844	1.018446089	1.934164911	0.038296146	SHOC2	13100	ES	3	2	4	0
GPR157_ES_558	0.730407874	0.542546172	0.983318453	0.038372415	GPR157	558	ES	3	2	4	0
COL1A1_ES_409373	1.37358106	1.017098476	1.855007135	0.03840036	COL1A1	409373	ES	20:21:22:24:28:29:30:31:32:33:34:35:36:37:40	19	41	1
TRIQK_ES_84502	1.36700443	1.016785113	1.837852549	0.038434267	TRIQK	84502	ES	4	2.1	6.1	0
MCFD2_ES_53475	0.731241724	0.543683287	0.983503579	0.038455543	MCFD2	53475	ES	5:06	3	7	0
HDAC8_ES_89499	0.729583966	0.541252267	0.983446716	0.038496328	HDAC8	89499	ES	3.1:3.2	2	4.1	0
CDK10_ES_38125	0.728482659	0.539527619	0.983614121	0.03865825	CDK10	38125	ES	2.2:4	2.1	5	0
ZNF528_ES_51457	1.367535202	1.016436559	1.839910726	0.03867232	ZNF528	51457	ES	9	7.1	10	0
RFX5_ES_7609	0.730771195	0.542757804	0.983913148	0.038750151	RFX5	7609	ES	7	6.2	8	0
CCDC88B_ES_16646	1.369168503	1.016357021	1.844452639	0.038764103	CCDC88B	16646	ES	25.1:25.2	24	26	0
CASC5_ES_30009	1.522306988	1.021842367	2.267882641	0.038809209	CASC5	30009	ES	4.2:5:6:8.1:8.2:9:10:11:12:13:14.1	4.1	14.2	0
DNAJB6_ES_82513	0.726460748	0.536353003	0.983951271	0.038971992	DNAJB6	82513	ES	6	5	7	0
RAB36_ES_61297	0.713917922	0.518347697	0.983275904	0.039091339	RAB36	61297	ES	4	3	5	0
ATRIP_ES_64660	1.440738706	1.01843089	2.038162865	0.039098236	ATRIP	64660	ES	6	5	7	0
COL3A1_ES_266550	0.732243504	0.544563595	0.984605939	0.039146469	COL3A1	266550	ES	36.1:36.2:37:38:39:40:41:43:44:47	35	48.1	1
LMCD1_ES_63053	1.364539015	1.015537848	1.833478414	0.039182543	LMCD1	63053	ES	3	2	4	0
COL3A1_ES_485142	0.729669039	0.540798418	0.984501597	0.039191897	COL3A1	485142	ES	12:13:14:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31	11	32	1
NPRL3_ES_32816	0.73257535	0.544954958	0.984790825	0.039256106	NPRL3	32816	ES	2:03	1.4	4	0
SGCE_ES_80505	1.365328866	1.015452511	1.835755876	0.039257329	SGCE	80505	ES	4	1	5	0
AGAP3_ES_82353	0.732234997	0.544441845	0.984803235	0.039279641	AGAP3	82353	ES	15:16	14	17	0
PAK4_ES_49765	0.732872244	0.545297908	0.98496935	0.039363432	PAK4	49765	ES	2.2	1	4	0
LDLR_ES_47629	0.718620497	0.524789613	0.984042759	0.039373328	LDLR	47629	ES	3	2	4	0
HDGFRP3_ES_32274	1.364421159	1.015228679	1.833719968	0.039382249	HDGFRP3	32274	ES	2	1	4	0
SLC12A9_ES_81004	1.366457648	1.01526572	1.839130849	0.039406153	SLC12A9	81004	ES	7	6	8	0
PARP12_ES_81976	1.36674984	1.015209474	1.840019399	0.039449744	PARP12	81976	ES	7	6	8	0
ZNF670_ES_10510	0.731898008	0.543801255	0.98505601	0.039464784	ZNF670	10510	ES	7	6	8	0
MSL1_ES_40844	1.366655779	1.015162823	1.839850686	0.039478012	MSL1	40844	ES	4	3.1	5	0
RUVBL2_ES_50867	0.698920058	0.496899841	0.983073865	0.03958625	RUVBL2	50867	ES	1.4:1.6	1.2	2	0
NSUN5_ES_97503	1.364810452	1.014717764	1.835690315	0.0397271	NSUN5	97503	ES	2:3.1:3.2:4	1	5	1
CDK5RAP2_ES_87382	0.733699567	0.54616151	0.985633451	0.039778023	CDK5RAP2	87382	ES	34	33	35	0
ARMC6_ES_48567	0.731209497	0.542544554	0.985480962	0.039780777	ARMC6	48567	ES	4	2.2	5	0
SETD3_ES_29218	1.36359286	1.014363556	1.833056282	0.039933139	SETD3	29218	ES	4	3	5	0
SPATS2_ES_21580	0.729803255	0.54038215	0.985622474	0.039935031	SPATS2	21580	ES	8	7	9	0
GPX3_ES_74125	1.364310935	1.014361277	1.834991508	0.039950876	GPX3	74125	ES	2	1	3	0
SUCO_ES_9012	1.363283657	1.014305006	1.832330827	0.039964925	SUCO	9012	ES	4	3	5	0
PDCD6IP_ES_63890	0.710318713	0.512421279	0.984644267	0.040088114	PDCD6IP	63890	ES	9	8.2	10	0
PRKAG2_ES_82395	1.368461443	1.0141656	1.846529522	0.040171821	PRKAG2	82395	ES	8	7.2	9.1	0
CNOT8_ES_74278	0.699793601	0.497592492	0.984160919	0.040195929	CNOT8	74278	ES	1.4:1.5:2:3	1.1	5	0
NPTN_ES_31606	1.36257158	1.013819296	1.831294114	0.040271834	NPTN	31606	ES	2	1	3	0
LUC7L3_ES_42482	0.732014937	0.54329852	0.986282585	0.040289789	LUC7L3	42482	ES	03:04.2	2	5	0
IFNAR2_ES_60392	1.36406546	1.013802812	1.835341704	0.040315519	IFNAR2	60392	ES	9	8	10.2	0
LDHA_ES_14623	1.366768183	1.013820409	1.842589918	0.04036241	LDHA	14623	ES	6.1:6.2	4	7	0
IDH3A_ES_32012	1.456077918	1.016521087	2.085704792	0.040429433	IDH3A	32012	ES	10	9	11.1	0
COL1A1_ES_565275	1.363220053	1.01354439	1.833534803	0.040469236	COL1A1	565275	ES	20:21:22:23:29:30:31:32:33:34:35:36:37:40	19	41	1
DLG4_ES_38848	0.733270285	0.544926458	0.986711698	0.040532116	DLG4	38848	ES	21	20	22	1
C14orf2_ES_29532	1.364247215	1.013476255	1.836422366	0.040536656	C14orf2	29532	ES	4:05	2	7.1	1
RRAGB_ES_89285	0.734265618	0.546210052	0.987067148	0.040737079	RRAGB	89285	ES	4	3	5	0
CLCC1_ES_3975	1.412933346	1.01431292	1.968209811	0.040953648	CLCC1	3975	ES	6.1:6.2:7.1:7.2	5	8	0
DLG1_ES_68285	0.733009663	0.544188739	0.987347087	0.040978003	DLG1	68285	ES	24	23	25.1	0
IL32_ES_33407	1.362320561	1.012738638	1.83257283	0.040990117	IL32	33407	ES	1.3:1.4:1.5:1.6:1.9	1.1	2.1	0
ANXA4_ES_213817	0.734624319	0.546511488	0.987486816	0.041013048	ANXA4	213817	ES	2:04	1	5	1
DTX2_ES_80174	1.363230348	1.012585211	1.835299352	0.041111788	DTX2	80174	ES	7	6	8	0
VKORC1_ES_36229	1.362246798	1.012545189	1.832724464	0.04111888	VKORC1	36229	ES	5	4.2	6	0
PUM1_ES_1449	1.365457178	1.012601247	1.841270995	0.041145683	PUM1	1449	ES	5:6:7:8	4	9	0
RAP1B_ES_22958	0.734020388	0.545485295	0.987718525	0.041195994	RAP1B	22958	ES	2	1.1	3.1	0
SH2B1_ES_35869	1.363841129	1.012397046	1.83728571	0.041250517	SH2B1	35869	ES	9.2:10	9.1	11	0
DTX2_ES_80177	1.362615733	1.012256958	1.834239441	0.041320659	DTX2	80177	ES	3	2	4	0
XAF1_ES_38798	1.374269861	1.012553689	1.865202479	0.041348743	XAF1	38798	ES	4.3:6:7	2.1	8	0
APOL2_ES_62014	1.362683088	1.012205579	1.834513892	0.041356672	APOL2	62014	ES	3	2.2	4	0
DRG2_ES_39557	0.734021299	0.545358363	0.987950866	0.041356695	DRG2	39557	ES	4:5.1:5.2:6.1:6.2:6.4:7:8.1:8.2:9	3.2	10	0
AGTRAP_ES_677	0.734342532	0.545744632	0.988115911	0.041459417	AGTRAP	677	ES	03:04.2	1	5	0
ATL2_ES_53248	0.726124827	0.533793247	0.987755592	0.041506399	ATL2	53248	ES	16:17.1	15	17.2	0
ZYX_ES_82117	1.363908618	1.011899756	1.838370557	0.041586895	ZYX	82117	ES	5	4	6	0
METTL15_ES_14786	1.364956708	1.011703954	1.84155336	0.04173884	METTL15	14786	ES	11	10.2	12.1	0
ABI1_ES_11040	0.730936062	0.540461136	0.988540139	0.041871878	ABI1	11040	ES	10:11.1:11.2	9	13	0
GGA3_ES_43400	1.360852695	1.011351896	1.831133224	0.041901234	GGA3	43400	ES	9	8	10	0
PPP3CB_ES_12157	0.678354081	0.466751683	0.985886665	0.04190343	PPP3CB	12157	ES	5	4	6	0
CAMK2D_ES_70405	1.359339869	1.010961808	1.827769224	0.042140598	CAMK2D	70405	ES	22	21.1	23	0
CSNK2A1_ES_58462	0.735615414	0.546990507	0.989285974	0.042232354	CSNK2A1	58462	ES	3	1	4	0
SKA2_ES_42731	0.733671926	0.544108909	0.989277121	0.042290169	SKA2	42731	ES	3	2	4.1	0
LONRF1_ES_82753	0.736681712	0.548409736	0.989588458	0.04241055	LONRF1	82753	ES	7	6	8	0
COL1A1_ES_446593	1.35824607	1.010358075	1.825919377	0.042537524	COL1A1	446593	ES	8:23:24:38:39:40:41:42:43:44:45:46	7	47	1
COL1A1_ES_409374	1.35792689	1.010029647	1.825654766	0.04275976	COL1A1	409374	ES	20:21:22:23:24:25:26:27:28:29:30:31:33:34:35:36:37:40	19	41	1
FAM184A_ES_77362	0.686360083	0.476896779	0.987824167	0.042774129	FAM184A	77362	ES	19	18	20	0
TMEM106C_ES_21399	1.360207089	1.009942227	1.831949665	0.042858363	TMEM106C	21399	ES	3:4.1:4.2:5.1:6:7	2.2	8	0
SWAP70_ES_14333	0.729628609	0.53775418	0.989965169	0.042893435	SWAP70	14333	ES	3	2	4	0
COL1A2_ES_484896	1.357694559	1.009616315	1.825777268	0.043043502	COL1A2	484896	ES	15:16:17:18:19:20:21:22:23:29:30:31:32:33:34:35:36:37	14	38	1
LETMD1_ES_21773	1.357629237	1.009518504	1.825778465	0.043110663	LETMD1	21773	ES	2:4:5:6	1.2	7	0
TOM1L1_ES_42544	0.682381345	0.471173358	0.988265342	0.043131825	TOM1L1	42544	ES	5	4	6.1	0
SCPEP1_ES_94617	0.735217905	0.545618288	0.990702438	0.043243575	SCPEP1	94617	ES	10.1:10.2	9	11	1
APP_ES_60285	1.357842912	1.009211913	1.826908056	0.043328178	APP	60285	ES	9	8	10	0
EPS8_ES_20586	1.439974761	1.010960305	2.051047209	0.043345661	EPS8	20586	ES	5	4	6	0
SART3_ES_24217	1.526027703	1.012619372	2.299739286	0.043394435	SART3	24217	ES	10	9	11	0
ADARB1_ES_60867	1.357241411	1.008958975	1.825747421	0.043496045	ADARB1	60867	ES	3	2	4	0
SAA1_ES_14586	1.355196908	1.008852135	1.820443844	0.043540067	SAA1	14586	ES	1.3	1.1	2	0
DHX40_ES_42779	1.365971261	1.008940546	1.849343345	0.043638583	DHX40	42779	ES	3	2.2	4	0
PIGT_ES_59574	0.735458891	0.545647307	0.991299277	0.043660138	PIGT	59574	ES	2.1:2.2	1	4	0
COL1A1_ES_405956	1.357409922	1.00865343	1.826754007	0.04371312	COL1A1	405956	ES	24:38:41:42	23	43	1
ZNF568_ES_49436	0.737315604	0.548316674	0.991460456	0.043724728	ZNF568	49436	ES	3	2	4	0
ANAPC11_ES_44216	1.356958627	1.008567194	1.825695628	0.043767164	ANAPC11	44216	ES	3.3:3.4:6	3.2	7.2	0
COL1A1_ES_564881	1.357196818	1.008550784	1.826366339	0.043782194	COL1A1	564881	ES	29:30:31:32:33:34:35:36:37:40:41:42	23	43	1
RGN_ES_88903	0.737579224	0.54865023	0.99156636	0.043793623	RGN	88903	ES	2	1	3	0
ASL_ES_79867	1.357220375	1.008513645	1.826496999	0.043808679	ASL	79867	ES	8	7	9	0
COL1A1_ES_455848	1.447065813	1.010296596	2.072658145	0.043816171	COL1A1	455848	ES	8:9:10:11:12:13:14:18:19:20:21:22:24:25:26:28:29:30:31:32:33:43:44:45:46	7	47	1
NOX4_ES_18233	0.738338405	0.549678107	0.991750615	0.04390603	NOX4	18233	ES	21	20	22.1	0
COX20_ES_10475	1.35503607	1.008258684	1.821083001	0.043957341	COX20	10475	ES	3	1	4	1
ATXN2L_ES_35846	1.35501573	1.008192872	1.821147204	0.044003721	ATXN2L	35846	ES	22.2:22.4:22.5:22.6	22.1	22.7	0
GATC_ES_24756	0.735319765	0.545117999	0.991886451	0.044081853	GATC	24756	ES	3	2	4	0
HMGN1_ES_60622	0.738393001	0.549602273	0.99203415	0.044109374	HMGN1	60622	ES	8.2	5	9	0
HYOU1_ES_19087	1.365719425	1.008185103	1.850046726	0.044156511	HYOU1	19087	ES	4	3	5	0
NSFL1C_ES_58509	1.358372483	1.007979522	1.830568738	0.044201174	NSFL1C	58509	ES	2	1	4	0
ACAD10_ES_24536	0.737344134	0.547988016	0.992131864	0.04420648	ACAD10	24536	ES	6	5	7	0
NPIPA8_ES_34237	1.400917947	1.008765121	1.94551839	0.044214865	NPIPA8	34237	ES	26:27:00	25	28	0
QTRTD1_ES_66249	1.374417787	1.008263015	1.873543139	0.044217266	QTRTD1	66249	ES	3.1:3.2:4:5	1	6	0
CTNND1_ES_15965	1.35370898	1.007795315	1.818353366	0.044268421	CTNND1	15965	ES	2.2:5:6:7	2.1	8	0
TEP1_ES_26437	1.355991673	1.007822508	1.824441707	0.044280021	TEP1	26437	ES	31	30	32	0
GPC3_ES_90143	0.675008125	0.460219401	0.990040767	0.044306238	GPC3	90143	ES	4	3	5	0
DCTD_ES_71248	1.354361637	1.007738805	1.820209198	0.044317575	DCTD	71248	ES	1.2:2.1:2.2:3	1.1	5	0
DCP2_ES_73003	1.481126467	1.009900484	2.172229488	0.044390352	DCP2	73003	ES	2:03	1	4	0
PAPSS2_ES_12457	0.736841632	0.547101978	0.992384624	0.044400849	PAPSS2	12457	ES	9	8	10	0
DNAJA4_ES_32077	1.407494746	1.008205673	1.964917984	0.044646317	DNAJA4	32077	ES	5	2.3	6.1	0
ANKRD44_ES_56673	0.710188748	0.50850139	0.991871542	0.044659345	ANKRD44	56673	ES	4	3.2	5	0
COL1A1_ES_469596	1.353723298	1.007213577	1.819442083	0.044684733	COL1A1	469596	ES	8:23:24:25:26:27:28:29:30:31:33:34:35:36:37:38:39:40:41:42:43	7	47	1
TMEM5_ES_22852	1.353753251	1.007180527	1.819582305	0.044708808	TMEM5	22852	ES	3	2	4	0
FAM120A_ES_86917	1.354581081	1.007188631	1.821793702	0.044713417	FAM120A	86917	ES	16	15	17	0
CHCHD4_ES_63518	0.738655858	0.549451238	0.993013463	0.044813429	CHCHD4	63518	ES	2	1	4	0
CNOT8_ES_74249	0.738335241	0.548924503	0.993103651	0.04488626	CNOT8	74249	ES	4	3	5	0
PSMB3_ES_40592	0.738762194	0.549549917	0.993121029	0.04488938	PSMB3	40592	ES	4.1:4.2	3	5	0
COG6_ES_25714	0.7336826	0.542020443	0.993117813	0.044998442	COG6	25714	ES	2:03	1	4.1	0
ZNF250_ES_85681	1.378554857	1.007158982	1.886905174	0.045016048	ZNF250	85681	ES	05:06.1	4	6.2	0
ABHD10_ES_66071	1.35320044	1.006710719	1.818945002	0.045039766	ABHD10	66071	ES	2	1	3	0
COPS5_ES_84061	0.735398231	0.544423767	0.993363241	0.04513771	COPS5	84061	ES	4.1:4.2	2.3	5	0
TMEM33_ES_69136	0.739737672	0.550788815	0.993505692	0.04514931	TMEM33	69136	ES	3	2	5	0
PMF1_ES_8202	1.35405247	1.006562083	1.821505222	0.045156802	PMF1	8202	ES	2:03:04	1	5	0
SLC9B2_ES_70176	0.739223123	0.549938706	0.993657692	0.045271526	SLC9B2	70176	ES	9	8	10	0
COL1A1_ES_266986	1.4175209	1.007332641	1.994738798	0.045297445	COL1A1	266986	ES	18:19:20:21:22:25:26:28:29:30:31:33:34:35:36:37:38:39	14	40	1
COL1A1_ES_409423	1.351914666	1.006196044	1.816418655	0.045397215	COL1A1	409423	ES	20:21:22:25:26:27:28:29:30:31:32:33:34:35:36:37:38:39	19	41	1
SPOP_ES_42316	0.738514313	0.548798525	0.993813514	0.045400018	SPOP	42316	ES	2	1	6	0
CLK4_ES_74877	0.736069922	0.545190011	0.993780002	0.045424561	CLK4	74877	ES	3	2.1	4	0
GSE1_ES_37883	0.739827653	0.550713313	0.993883647	0.045425002	GSE1	37883	ES	3	2	4	0
FBXO8_ES_71181	0.705959332	0.50189425	0.992995195	0.045462783	FBXO8	71181	ES	4	3	5	0
GPHN_ES_28036	0.739563734	0.550284948	0.993947807	0.045477437	GPHN	28036	ES	2	1	3	0
COL1A1_ES_316180	1.354299609	1.005999047	1.823190028	0.045565699	COL1A1	316180	ES	15:25:26:27:28:29:30:31:33:34:35:38:39	14	40	1
ESAM_ES_19238	1.35122513	1.005861058	1.815170533	0.045633375	ESAM	19238	ES	2:03:04	1	5.1	0
TMEM120A_ES_80146	0.739293211	0.549724615	0.994233179	0.045692414	TMEM120A	80146	ES	10	9	11	1
REPIN1_ES_82235	0.737058242	0.546359627	0.994317341	0.045795663	REPIN1	82235	ES	4.1:4.2:5.2	3.2	5.3	1
ITSN1_ES_60470	1.353875683	1.005673816	1.822638052	0.045796787	ITSN1	60470	ES	27	26	28	0
SNX11_ES_42177	0.682391617	0.468981613	0.992913808	0.045811244	SNX11	42177	ES	3.1:3.2:4:5	1.2	6	0
UPP1_ES_97462	0.737261206	0.546639242	0.994356138	0.045820224	UPP1	97462	ES	6.1:6.2:7	4	9	1
FKBP3_ES_27404	0.737700044	0.547241879	0.994443914	0.045876342	FKBP3	27404	ES	3	2	4	0
NBPF12_ES_7360	0.7399501	0.55054777	0.994511612	0.045885373	NBPF12	7360	ES	9	8	10	0
AFMID_ES_43810	1.351382867	1.005422307	1.816386648	0.045955195	AFMID	43810	ES	7:08	6	12	1
IGFLR1_ES_49263	0.739385242	0.54963742	0.994638497	0.045989089	IGFLR1	49263	ES	4.3	2.2	5	0
GTF2A2_ES_30935	1.352309003	1.004997915	1.819645208	0.046274242	GTF2A2	30935	ES	5	4	6	0
MAX_ES_27957	1.350788281	1.004956007	1.815630703	0.046291305	MAX	27957	ES	5.5	5.1	5.8	0
NSUN4_ES_2794	0.738754934	0.548455144	0.995083843	0.046327983	NSUN4	2794	ES	2.2	1	3	0
ARHGEF12_ES_19164	0.739072547	0.548798087	0.995317298	0.046495244	ARHGEF12	19164	ES	11	10	12	1
BIN1_ES_55200	1.351430486	1.004434773	1.81830061	0.046680128	BIN1	55200	ES	13	12	17	0
ELN_ES_80040	0.740663492	0.551001973	0.995608792	0.046687594	ELN	80040	ES	32	31	33	0
SDCBP_ES_83929	0.725378528	0.528653819	0.995309196	0.046690874	SDCBP	83929	ES	6.1:6.2	5	7.1	0
DNMBP_ES_12786	1.559972019	1.006473163	2.417861488	0.046720791	DNMBP	12786	ES	11.2	10.1	12	0
TMEM116_ES_24566	0.740615596	0.550821649	0.995805925	0.046835273	TMEM116	24566	ES	3	2	4	0
IRF3_ES_50996	0.740322645	0.550387895	0.995802456	0.046836797	IRF3	50996	ES	5.1	4	6.2	0
ALKBH2_ES_24275	1.349345083	1.004163415	1.813183119	0.046864286	ALKBH2	24275	ES	3	2.2	4	0
CDC16_ES_26407	1.350900979	1.004133133	1.817421808	0.046898516	CDC16	26407	ES	13	12	14	0
COL1A1_ES_315797	1.350411345	1.004062936	1.816231568	0.046946772	COL1A1	315797	ES	20:21:22:23:24:25:26:27:28:29:30:31:32:33:34:35:36:37:40	19	41	1
NDUFAF5_ES_58707	0.740250421	0.550195888	0.995955618	0.046951929	NDUFAF5	58707	ES	9	8	10	0
NIPAL3_ES_1112	0.739862766	0.549599106	0.995993091	0.046985048	NIPAL3	1112	ES	3	2	4	0
GABARAPL2_ES_37627	1.352319168	1.003973688	1.821528945	0.047026656	GABARAPL2	37627	ES	4.1	3	5	0
C19orf60_ES_48491	0.740735261	0.550800342	0.99616628	0.047102822	C19orf60	48491	ES	3.2	2	4	0
TSFM_ES_22759	1.357909157	1.003725435	1.83707338	0.04724706	TSFM	22759	ES	8	6	9	0
COL1A1_ES_471138	1.349827892	1.00357785	1.815539611	0.047302672	COL1A1	471138	ES	8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:38:39:40:41:42:43	7	47	1
FKBP5_ES_75922	0.721800278	0.523008072	0.9961522	0.047320637	FKBP5	75922	ES	4:5:6:7	3.1	8	0
ARHGEF39_ES_86274	1.557796403	1.004981823	2.414700027	0.047458432	ARHGEF39	86274	ES	8:09	7	10	0
CBWD1_ES_85690	0.741820509	0.552093925	0.996746464	0.047525481	CBWD1	85690	ES	11	10	12	0
TUBD1_ES_42828	1.350756161	1.003276535	1.818583555	0.047532696	TUBD1	42828	ES	2	1	3	0
MTMR14_ES_63114	0.738958761	0.54783108	0.996767199	0.04757221	MTMR14	63114	ES	20	18	21	0
FAM86C1_ES_17438	1.35150148	1.003136813	1.8208446	0.047640989	FAM86C1	17438	ES	3.2:4	2	5.1	0
PPP2R4_ES_87845	0.740280704	0.549725867	0.996888728	0.047648969	PPP2R4	87845	ES	5:06	4	7	0
KPTN_ES_50650	0.741942344	0.552153446	0.996966417	0.047690143	KPTN	50650	ES	4.2:5	4.1	6	0
PRPF3_ES_7466	0.74203029	0.552231116	0.997062526	0.047761864	PRPF3	7466	ES	4:05	3	6	0
NOX5_ES_31380	0.697490501	0.488222032	0.996458511	0.04776458	NOX5	31380	ES	2	1	4	0
IL32_ES_33441	1.348591844	1.002938455	1.81337145	0.047772776	IL32	33441	ES	1.4:1.5	1.1	1.9	0
CCDC25_ES_83179	1.349166269	1.002932004	1.814928246	0.047780744	CCDC25	83179	ES	7	6	8.1	0
KLC1_ES_29475	1.347668023	1.002865524	1.811019582	0.04782253	KLC1	29475	ES	14.1:15	13.3	18	0
SLC25A23_ES_47044	1.348570639	1.002825915	1.813517922	0.047857082	SLC25A23	47044	ES	5	4	6	0
PLSCR1_ES_67161	1.349363654	1.002797667	1.81570254	0.047882409	PLSCR1	67161	ES	8.1:8.3	7	9.1	0
FDPS_ES_8069	1.348574566	1.002777928	1.813615266	0.047893121	FDPS	8069	ES	2	1.1	3.1	1
UBE2F_ES_58157	1.349041801	1.002618347	1.815161059	0.048015274	UBE2F	58157	ES	11:12.1	10	13	0
SNX13_ES_78883	1.347098617	1.002593769	1.809980015	0.048024293	SNX13	78883	ES	6	5	8	0
NYAP2_ES_57788	0.715619916	0.513583501	0.997134572	0.048050924	NYAP2	57788	ES	3:04	2	5.1	0
COX10_ES_39336	0.726914327	0.529848402	0.997274763	0.04805537	COX10	39336	ES	4	3.1	5	0
MS4A1_ES_16111	0.706554563	0.500644989	0.997152396	0.048133509	MS4A1	16111	ES	2.4:3:4:5:6.1	2.3	6.2	0
FXYD3_ES_49044	0.74087252	0.550211211	0.997602519	0.048180104	FXYD3	49044	ES	3	2.2	6	0
TBC1D7_ES_75380	1.34990905	1.002366221	1.817952765	0.048208554	TBC1D7	75380	ES	5	4.1	6.1	0
HECTD2_ES_12518	1.360746548	1.002385064	1.847225417	0.048240941	HECTD2	12518	ES	11	10	12	0
ASPM_ES_9286	0.740788248	0.55003808	0.99768952	0.048246401	ASPM	9286	ES	18	17	19	0
ITGBL1_ES_26209	1.478283071	1.002901119	2.178999302	0.048313761	ITGBL1	26209	ES	2	1	4	0
TATDN3_ES_9758	1.37865373	1.002349087	1.896231694	0.048337317	TATDN3	9758	ES	08:09.2	7	9.3	0
SPATA20_ES_42434	1.353316162	1.002211231	1.827423778	0.048338812	SPATA20	42434	ES	4.1:4.2	3	6	0
FAM13A_ES_69917	0.723344018	0.524445696	0.997675397	0.04836468	FAM13A	69917	ES	8:10:11:12:13	6	14	0
USP10_ES_37860	0.742376393	0.552297766	0.997872421	0.048372901	USP10	37860	ES	5:06	4	7	0
SFTA3_ES_121944	0.742339895	0.552193562	0.997962594	0.048441743	SFTA3	121944	ES	2:4.1:4.2:5	1.3	6	1
KIAA0226_ES_68307	0.74279483	0.552851316	0.997997371	0.048465063	KIAA0226	68307	ES	14	13	15	0
ABCE1_ES_70753	0.742192425	0.551941369	0.998021939	0.048487894	ABCE1	70753	ES	14	13	15	0
TNFSF13_ES_38975	1.346676794	1.001937779	1.810030948	0.048518877	TNFSF13	38975	ES	03:04.1	2.2	4.2	0
HSBP1L1_ES_46269	0.740426975	0.549283418	0.998086029	0.048548165	HSBP1L1	46269	ES	2.2:3.1	2.1	3.2	0
CERS5_ES_21683	1.346763325	1.001829444	1.81045932	0.048601429	CERS5	21683	ES	5	1	8	0
MFF_ES_57809	0.742897422	0.552876314	0.998227933	0.048640318	MFF	57809	ES	8:09	7	11	1
TNIK_ES_67631	0.743092924	0.55316248	0.998236708	0.048645826	TNIK	67631	ES	17	16	18	0
GNB2L1_ES_190582	0.743461424	0.553645673	0.998354932	0.04873412	GNB2L1	190582	ES	4.2:5:6	3	9	1
HNRNPC_ES_26556	0.741205804	0.550260047	0.998411655	0.048789925	HNRNPC	26556	ES	2.2:2.3:2.4	1	3.2	0
CAP1_ES_1984	0.742594683	0.552288714	0.998475705	0.048831254	CAP1	1984	ES	1.2:2.1	1.1	2.2	0
