Land.Use.and.Land.Cover.Change	Anthropogenic.biomes.of.the.world	Clinical.Antibiotic.Usage	Pesticides	Energy.Extraction.and.Production	Agricultural.Crops	Fungicides	Mining.and.sewage.treatment	Trends.in.Global.Freshwater.Availability	GDP	Veterinary.Antibiotics	PM2.5	Non-Conventional.Energy.Resources	LH.ARG
 1.47732358070973e-02	 2.38933677213018e-02	 1.25838185297068e-02	 2.28297260436452e-02	-3.08615141583294e-02	-2.25680668037187e-03	 1.08096716628315e-02	 8.89535135024417e-03	-8.40021737645010e-03	 1.33288610048734e-02	-1.58799779293251e-02	-1.11078023240515e-02	 4.32718189155468e-02	0.000000000e+00
 4.26713176993044e-03	 1.01040668458448e-02	 1.45239408588799e-02	 1.00435366339928e-02	 1.29329980558586e-02	-1.92230197435774e-02	-1.55430525855949e-02	 7.38824409660217e-03	-1.24302041323919e-02	 1.03718540484594e-02	-2.23283193100866e-02	 7.15589485874800e-03	-5.11269280964518e-03	0.000000000e+00
 9.65316963502968e-03	 9.29349004443272e-03	 1.90489963435271e-02	 1.03412936903269e-02	 1.05446528583102e-02	-1.47914162485737e-02	-7.31660533642417e-03	 7.75401150213733e-03	-1.79707688643367e-02	 3.05586503960762e-03	-2.05506641207434e-02	 9.69139171479582e-03	 7.71839107912137e-03	0.000000000e+00
 5.48954564753606e-03	 3.09440318529518e-02	 9.55846514771795e-03	-6.96919532391261e-02	 3.20074060721608e-02	-4.60637671886151e-02	 9.63535078443391e-02	-2.02339917979210e-03	-9.93361255768334e-02	 3.73780473692120e-02	 4.73855833643806e-02	 6.67360870171056e-02	 1.94315791838735e-02	0.000000000e+00
 9.77177818569925e-03	 2.72260008578988e-02	 2.58299603114837e-02	 1.40463847365012e-02	 2.15828819662312e-02	-3.48237380228935e-02	-2.41219977371413e-02	-4.73088450630994e-04	-3.19051475408666e-03	 5.80853444394593e-03	-4.85093948421049e-03	 3.67999868838679e-03	 1.25581786427239e-02	3.375527300e+04
 9.71551956587973e-03	 2.72052287776552e-02	 2.58824979503796e-02	 1.39969157706202e-02	 2.15936854695186e-02	-3.48798265063362e-02	-2.41158321028585e-02	-5.93286450367250e-04	-3.07579261303259e-03	 5.60360083638522e-03	-6.18458717703141e-03	 5.83656165759471e-03	 1.28857664484148e-02	0.000000000e+00
 1.25207036594400e-03	-1.46274608751417e-03	 2.78518047284711e-02	 4.66997910799124e-03	 1.64111725672945e-02	-1.09095112324605e-02	 2.06105531272280e-03	 1.05555122087163e-03	 9.52812190229819e-03	-3.33295579048780e-03	-8.96779185587816e-03	-8.61708125771688e-03	 1.26536787043303e-02	0.000000000e+00
 1.71988521192832e-02	 1.46291876632074e-02	 1.47851467060931e-02	 8.12786017513617e-03	 1.05646160415434e-02	-2.09351817366170e-02	-1.29165364975392e-02	 1.16100919540024e-02	-2.20231885004606e-02	 1.07381478370799e-02	-3.23056559278853e-03	 1.45959599894478e-02	 7.13337086163015e-03	0.000000000e+00
 1.71988521192832e-02	 1.46291876632074e-02	 1.47851467060931e-02	 8.12786017513617e-03	 1.05646160415434e-02	-2.09351817366170e-02	-1.29165364975392e-02	 1.16100919540024e-02	-2.20231885004606e-02	 1.07381478370799e-02	-3.23056559278853e-03	 1.45959599894478e-02	 7.13337086163015e-03	0.000000000e+00
 2.26363894890098e-02	 1.71358929243074e-02	 1.08849740673838e-02	 6.27090272356634e-03	 1.32487140342665e-02	-1.55056818786906e-02	-1.12800786081242e-03	 7.01883774761059e-04	-1.59571350663280e-02	 9.28433959961160e-03	 2.98682556035894e-03	-1.30528525817667e-02	 1.20150683151541e-02	3.255208400e+05
 8.97271634968946e-03	 9.34633792170708e-03	-2.15216589326325e-03	-1.95018388071638e-02	 5.49337867068408e-03	-2.34243239875759e-02	 1.07889163103884e-02	 3.15863841956562e-02	-5.93712906517978e-02	 4.05950322735774e-02	 1.60893229864012e-02	 2.12323648068542e-02	 3.77625288352858e-02	0.000000000e+00
-5.21299223197211e-03	-4.26349846729536e-03	 3.02599858534569e-02	 4.48457554438637e-03	 1.06006569211536e-02	-4.94390021686987e-03	-2.87822705746346e-03	 2.58139139817599e-02	 3.86989659741359e-04	 2.38437859840216e-03	-1.13710018697407e-02	 7.23947344826021e-03	 4.94206261197960e-03	0.000000000e+00
-4.33530253794194e-04	 1.01103336797161e-02	 7.80263239951191e-03	 2.86411267139590e-03	 1.35337721055712e-02	-1.48784740758003e-02	-1.04912580855626e-02	 1.60976597984327e-02	 3.47671105227339e-03	 9.22150682997890e-03	-1.16418648224184e-02	 8.88317568557727e-03	 1.33493025324090e-03	0.000000000e+00
 3.82862072753062e-02	-9.83634924056318e-03	-2.38578486839374e-02	-1.23685566771630e-02	 4.45111260133699e-03	 1.40941024348188e-02	 3.74579242104776e-04	 2.51473112956707e-03	 5.04557890079692e-03	-3.58237704328147e-03	-4.43698465410306e-03	 5.59805932883517e-03	-3.82176707340929e-03	5.174778300e+03
 3.83238414414124e-02	-9.82245377137524e-03	-2.38929937023430e-02	-1.23354644455186e-02	 4.44388560503754e-03	 1.41316227883094e-02	 3.70454745174493e-04	 2.59513750110997e-03	 4.96883560125758e-03	-3.44528684355011e-03	-3.54484192184809e-03	 4.15542797275379e-03	-4.04090671695662e-03	2.775534560e+04
 3.85119936018323e-02	-9.75298331890427e-03	-2.40687013591136e-02	-1.21700197041776e-02	 4.40775420881490e-03	 1.43192059421137e-02	 3.49834306664194e-04	 2.99712946964883e-03	 4.58515717550583e-03	-2.75990385461630e-03	 9.15429152136232e-04	-3.05701312586800e-03	-5.13649622067520e-03	1.406469800e+05
 3.82775826706399e-02	-9.83953365889364e-03	-2.38497945161132e-02	-1.23761404087822e-02	 4.45276880877977e-03	 1.40855039125376e-02	 3.75524451183431e-04	 2.49630443810648e-03	 5.06316612771865e-03	-3.61379394177154e-03	-4.64143659678637e-03	 5.92866649813997e-03	-3.77154694133589e-03	0.000000000e+00
-2.78427162309900e-02	 1.94602175203421e-02	 8.71285961660068e-03	 5.59173644597420e-03	 4.49614708929277e-02	 6.18065267637396e-03	 1.41046228788518e-02	-2.32686120303872e-02	 5.82160835362412e-02	-2.02023297467122e-04	 9.25932231728483e-03	-5.28157125927397e-02	 1.22252434392376e-02	1.218834480e+05
-2.77804215242506e-02	 1.94832182738497e-02	 8.65468512141572e-03	 5.64651302478365e-03	 4.49495082626461e-02	 6.24275899250344e-03	 1.40977957227513e-02	-2.31355177744625e-02	 5.80890526535711e-02	 2.48979996601740e-05	 1.07360594321384e-02	-5.52036570208607e-02	 1.18625081579175e-02	1.592603840e+05
-2.80458547025208e-02	 1.93852137494579e-02	 8.90256238032642e-03	 5.41311403843016e-03	 4.50004801532336e-02	 5.97812853281019e-03	 1.41268857343615e-02	-2.37026226411312e-02	 5.86303219313391e-02	-9.41997010628261e-04	 4.44379085296338e-03	-4.50288008851620e-02	 1.34080965976274e-02	0.000000000e+00
-2.77657082196553e-02	 1.94886507914742e-02	 8.64094496415143e-03	 5.65945063266233e-03	 4.49466828247830e-02	 6.25742780136913e-03	 1.40961832257594e-02	-2.31040824177556e-02	 5.80590493969935e-02	 7.84942414365293e-05	 1.10848480229397e-02	-5.57676624647671e-02	 1.17768341904030e-02	1.680883932e+05
 1.24794396763673e-02	-3.98519431880751e-03	 1.23992179972478e-02	 2.17615581670612e-03	 6.87394917643754e-03	-5.88768383079868e-04	-5.11938681952194e-04	 1.63984234425236e-02	-2.91156088359278e-03	-8.47467437903617e-03	-7.58133782355117e-03	 7.08073593580320e-03	 1.25001247959645e-02	3.084224190e+04
 1.24547932243586e-02	-3.99429440125691e-03	 1.24222343172332e-02	 2.15448385785928e-03	 6.87868210494085e-03	-6.13340299700830e-04	-5.09237566817450e-04	 1.63457656588532e-02	-2.86130202987572e-03	-8.56445415571633e-03	-8.16559822601350e-03	 8.02550894827671e-03	 1.26436383972139e-02	1.605432640e+04
-3.21142115490541e-02	 1.11400717521126e-02	-2.12915611673683e-02	-1.15915880482365e-02	 1.41526305528584e-02	-1.33063755779139e-02	 2.22905343259141e-03	-5.60796646609814e-02	 1.03346281558837e-01	 1.03191579750680e-01	 2.34906783697696e-02	 4.00803440678653e-02	-4.48317956056966e-02	1.294965560e+05
-2.43902652508244e-02	 1.74365025216150e-02	-1.53034216909127e-02	-1.52487167183348e-02	 1.28436203211951e-02	-1.11470233540826e-02	-3.70076616163589e-03	-6.82360319093142e-02	 1.02399745856690e-01	 1.10546095381176e-01	 1.52138036562284e-02	 4.73916515424380e-02	-4.54078377353324e-02	3.411548218e+04
-1.94285102517912e-02	-6.38470136169003e-04	-1.25872315235545e-02	-9.01978919658848e-03	-2.40599227567870e-03	-3.57750604837468e-02	-2.24344429875154e-02	-3.36130180491598e-02	 7.70594251920100e-02	 1.11168443692694e-01	 1.79100303658173e-02	 6.50646914104414e-02	-5.78668502221547e-02	3.345063864e+04
 1.66333685129305e-02	-1.42378211822417e-02	-9.33980058553997e-03	-1.72823643045035e-03	 2.91398955342488e-03	 4.63442871264581e-03	 2.82569737865910e-03	 5.64163219952789e-03	 2.23104084324131e-04	-1.17858883403836e-02	-7.69369487670870e-04	 3.24109452486936e-03	 9.41308472581075e-03	6.491399200e+04
 1.65251788503289e-02	-1.42777674937634e-02	-9.23876665608572e-03	-1.82336906514849e-03	 2.93476552303335e-03	 4.52656623541177e-03	 2.83755436866202e-03	 5.41048218058729e-03	 4.43723604912984e-04	-1.21799914650044e-02	-3.33407680503124e-03	 7.38833135304311e-03	 1.00430613282194e-02	0.000000000e+00
 1.69786691986368e-02	-1.41103275897099e-02	-9.66226286410916e-03	-1.42460886378273e-03	 2.84768047749739e-03	 4.97868514579547e-03	 2.78785432896315e-03	 6.37937606638073e-03	-4.81030394956479e-04	-1.05280594878096e-02	 7.41621103846082e-03	-9.99532461277117e-03	 7.40243650342322e-03	2.720950240e+05
 3.94107754840819e-02	-1.04385092109594e-02	-2.51527100088548e-02	-1.15389039248834e-02	 3.38830471149057e-03	 1.48636254845520e-02	 7.63480161497014e-04	 3.64591953011131e-03	 1.29549351001542e-03	 1.76632932992050e-03	 2.54812319663779e-02	-4.13453729960316e-02	-1.25921688024965e-02	7.501875600e+05
 4.07959214017628e-02	-9.92707892270315e-03	-2.64462414938924e-02	-1.03209263711907e-02	 3.12231118866202e-03	 1.62445824671227e-02	 6.11675812508516e-04	 6.60531969282737e-03	-1.52908529867928e-03	 6.81200856661265e-03	 5.83170296318998e-02	-9.44422033591434e-02	-2.06577223690508e-02	1.581277600e+06
 3.83726680857352e-02	-1.08218042553300e-02	-2.41832636945921e-02	-1.24517258112775e-02	 3.58765543724148e-03	 1.38286575132315e-02	 8.77251003813764e-04	 1.42797616084711e-03	 3.41239406257842e-03	-2.01519063735039e-03	 8.72211319468753e-04	-1.55157818704291e-03	-6.54738267395681e-03	1.273212553e+05
-1.59141862474122e-03	-2.87277635830836e-02	-3.19208056661884e-02	 5.35866041876344e-03	 4.13627425057487e-03	 6.19740309656955e-03	 2.24320340377322e-02	-4.46816898889286e-03	 3.20898758296075e-03	-2.96425155367908e-02	-1.06742024001047e-03	 5.95695802780339e-03	 1.74219050790843e-02	0.000000000e+00
-7.41447367348372e-02	-2.56333234010480e-02	-8.68871493256106e-02	 2.45427332730127e-02	 1.04452251019363e-02	-9.50749183817816e-03	 1.59862412072735e-02	-2.19276545177817e-02	-3.88615462110730e-04	-5.53994917353335e-02	 6.73982101847504e-03	 2.08892894322886e-02	 2.02636194218630e-02	1.415287998e+04
-7.41248386327388e-02	-2.56259765273634e-02	-8.69057313545709e-02	 2.45602299435133e-02	 1.04414040126148e-02	-9.48765391158724e-03	 1.59840604850863e-02	-2.18851417067947e-02	-4.29191517530531e-04	-5.53270088009901e-02	 7.21151865414663e-03	 2.01265350262876e-02	 2.01477549441219e-02	2.609177700e+04
-7.41683247974829e-02	-2.56420326998477e-02	-8.68651213924421e-02	 2.45219919702584e-02	 1.04497547849103e-02	-9.53100856619943e-03	 1.59888263287745e-02	-2.19780510251393e-02	-3.40514867771398e-04	-5.54854161108133e-02	 6.18065043401260e-03	 2.17934911809313e-02	 2.04009701373158e-02	0.000000000e+00
 1.52175011488544e-02	 2.18776570635055e-02	 1.99513210427398e-02	 8.34130821930328e-03	 2.13624299540600e-02	-1.72979112410567e-02	-1.96209980915123e-03	-9.04574445640884e-03	 9.16507806538801e-03	-5.33917668003093e-03	-1.22079314636147e-02	-1.90805154745407e-03	 2.56501082076720e-02	0.000000000e+00
 9.46821745112265e-03	 2.84353150049484e-02	 2.30891824077866e-02	 1.16183495537195e-02	 2.11603085615658e-02	-3.48581750090446e-02	-2.36999409571087e-02	-9.26083458639118e-05	-3.50762709451155e-03	 7.15398004911319e-03	-3.64422915653310e-03	 4.59572822400076e-04	 1.29089440478493e-02	8.036970000e+04
 1.08323638884679e-02	 2.56922770702753e-02	 2.23831952262376e-02	 1.17168147111310e-02	 2.17371636107940e-02	-2.93574940044333e-02	-1.62637112630319e-02	-3.70537804466442e-03	-2.46329934082501e-04	 3.92901812663518e-03	-9.30812893278937e-03	 2.72624334949077e-03	 1.50071157270717e-02	0.000000000e+00
 9.58672030909629e-03	 2.73774022756749e-02	 6.66578428064416e-03	 1.37525748792643e-02	-1.78013575110584e-02	-1.20737563719786e-02	 6.97017886227280e-03	-8.60945388884601e-03	 2.80450684899001e-02	-2.11579171574123e-03	-9.61588966786654e-03	-4.93986992333363e-03	 3.14567998892516e-02	0.000000000e+00
 2.67368411676151e-02	 7.79817976610905e-03	-2.21180450243216e-02	 1.49511189048209e-02	-5.15609746433957e-02	 1.09399332843526e-02	 3.21264786390388e-02	-6.03115534181303e-03	-7.14346750209842e-03	 1.67386959429573e-02	-1.83557895585789e-02	 1.26551976288357e-03	 6.91764256134436e-03	0.000000000e+00
 2.67368411676151e-02	 7.79817976610905e-03	-2.21180450243216e-02	 1.49511189048209e-02	-5.15609746433957e-02	 1.09399332843526e-02	 3.21264786390388e-02	-6.03115534181303e-03	-7.14346750209842e-03	 1.67386959429573e-02	-1.83557895585789e-02	 1.26551976288357e-03	 6.91764256134436e-03	0.000000000e+00
-5.45659175282417e-02	-1.95799107054369e-02	-7.07006767303602e-02	 3.62583808564516e-02	 2.73334114218885e-02	-1.06637809957209e-03	 2.39566884741429e-02	 2.95160366614237e-03	-3.14045202260061e-02	-4.42093905210513e-02	-3.77923549715710e-02	 1.23803356673600e-02	 8.10591737938481e-03	1.280082000e+04
-5.45872521643371e-02	-1.95877879831654e-02	-7.06807531806756e-02	 3.62396210221635e-02	 2.73375083729323e-02	-1.08764821581801e-03	 2.39590266325290e-02	 2.90602166302885e-03	-3.13610148016048e-02	-4.42871063262927e-02	-3.82981065932278e-02	 1.31981567641556e-02	 8.23014663787263e-03	0.000000000e+00
 3.74442992964621e-02	-1.36034036912643e-02	-2.42365039340323e-02	-1.26214541706811e-02	 7.07587818195812e-04	 1.37484033410330e-02	 1.76045933264195e-04	-4.17985077332050e-03	 5.00752861906103e-03	-5.25730072066353e-03	-1.96013298370909e-03	 4.35928484889192e-03	-2.61221613298962e-03	2.692783160e+04
 3.74619961841205e-02	-1.35968695606425e-02	-2.42530303382769e-02	-1.26058930578315e-02	 7.04189434363987e-04	 1.37660467100599e-02	 1.74106452032781e-04	-4.14204091405049e-03	 4.97144126304907e-03	-5.19283616319529e-03	-1.54061658832834e-03	 3.68090964671235e-03	-2.71526317918774e-03	3.754599600e+04
 3.75133671992301e-02	-1.35779021054956e-02	-2.43010036417494e-02	-1.25607218289269e-02	 6.94324511754862e-04	 1.38172623698050e-02	 1.68476472255168e-04	-4.03228540848708e-03	 4.86668588759912e-03	-5.00570666225423e-03	-3.22832789178437e-04	 1.71170334141518e-03	-3.01439099586443e-03	6.836869739e+04
 3.74957567204961e-02	-1.35844043317956e-02	-2.42845579312880e-02	-1.25762069612396e-02	 6.97706302234357e-04	 1.37997051483862e-02	 1.70406483545283e-04	-4.06991065284975e-03	 4.90259703920262e-03	-5.06985645742148e-03	-7.40300804005597e-04	 2.38676622830150e-03	-2.91184709940698e-03	5.780237850e+04
 3.78748601876783e-02	-1.21214079728862e-02	-2.40689117500185e-02	-1.27322366320758e-02	 2.49568116660957e-03	 1.30906528772109e-02	 1.29783916706416e-03	-1.13665660559950e-03	 2.21481885743034e-03	-1.48283212660021e-03	-3.38081680244342e-03	 5.68658910031910e-03	-4.91525862590849e-03	0.000000000e+00
 3.79018904933800e-02	-1.21114277124240e-02	-2.40941542540962e-02	-1.27084685184108e-02	 2.49049045987972e-03	 1.31176014383143e-02	 1.29487679471940e-03	-1.07890565671342e-03	 2.15969886775786e-03	-1.38436867195665e-03	-2.74004557572471e-03	 4.65043576933514e-03	-5.07265314714569e-03	1.621823200e+04
 1.45245670694401e-02	-2.26777413306260e-02	-1.29618443238960e-02	-3.64320008002389e-05	-3.88521031672623e-03	-6.06858581931436e-05	-5.74965343387235e-03	-2.52791177975688e-02	-1.39743191237839e-02	-8.63296164299250e-03	-3.32228919296753e-02	-7.51148813470717e-05	-7.63656992238907e-03	0.000000000e+00
-1.54454065514004e-02	-3.56525813529966e-04	-3.71358454099227e-02	 7.96936323023613e-03	 1.01745157841572e-02	-2.00141762531746e-02	-9.00065303944807e-03	-2.01861321952070e-02	-1.09699628820454e-02	-3.30040988176859e-04	-2.14984114665975e-02	-1.60645521919269e-02	-3.31281669338517e-03	2.249921720e+05
 5.13340374885740e-03	 9.32239884916476e-03	 4.72749327011512e-03	 1.45906494783700e-02	 1.64676779267710e-02	-2.45467802011905e-02	-1.64065494020348e-02	-2.35027733461007e-02	-1.94358541510507e-02	 1.00685467508059e-02	-2.97023049541933e-02	-8.57757357231760e-03	-6.87071309309024e-03	5.023106400e+03
 6.02204293357913e-03	 9.65050651536567e-03	 3.89762924669137e-03	 1.53720419414363e-02	 1.62970300085623e-02	-2.36608284242239e-02	-1.65039393529420e-02	-2.16041726901753e-02	-2.12479602820374e-02	 1.33055979712061e-02	-8.63652690531446e-03	-4.26417999060898e-02	-1.20451621198845e-02	5.382082143e+05
-1.32155566594207e-02	 4.71461550591045e-03	-8.36529636386099e-03	-3.50821375145967e-03	 5.35990185234562e-03	-2.06937423790465e-02	-3.29994302047992e-02	-8.13279649111193e-03	 1.30218616380397e-03	 1.08509079136129e-02	-1.56455566251644e-02	-1.61649498863365e-02	-2.07619209464374e-02	2.295367565e+05
-1.00761108255116e-02	 4.98290413479762e-03	-7.99361375514830e-03	-2.24474006262535e-04	 3.60203333249145e-03	-3.13437694150057e-02	-3.34455547707723e-02	-1.55494868566894e-02	-1.65549056860832e-03	 2.81026180747476e-02	-1.16355572597228e-02	-1.68196569865397e-03	-3.30299735473737e-02	9.874364550e+03
-1.32666255087854e-02	 4.69575961786421e-03	-8.31760524069872e-03	-3.55311928193491e-03	 5.36970874920458e-03	-2.07446567868513e-02	-3.29938333407198e-02	-8.24190641172776e-03	 1.40632536521126e-03	 1.06648791136201e-02	-1.68561773860129e-02	-1.42073265074980e-02	-2.04645526079286e-02	1.988953551e+05
-1.31328777230724e-02	 4.74514262345783e-03	-8.44250686273392e-03	-3.43551304364975e-03	 5.34402478028968e-03	-2.06113134789542e-02	-3.30084913599795e-02	-7.95615080017128e-03	 1.13358791826616e-03	 1.11520829646450e-02	-1.36855979013362e-02	-1.93342834575162e-02	-2.12433513729584e-02	2.791442669e+05
-7.68344155832435e-03	 5.87764697787117e-03	-1.61065738217527e-04	 9.18940823175100e-03	 9.06687932791618e-03	-2.68442907085799e-02	-3.98088265060887e-02	-1.18589979302449e-02	-6.47105176521996e-03	 9.76081765352369e-03	-2.32137636274888e-02	 2.90852591762287e-04	-2.45185866804403e-02	4.065464000e+04
-1.38899006381229e-02	 1.11489273727037e-02	-1.16490641949652e-02	-5.96318659164555e-04	 1.50619723827614e-02	-1.71489283220558e-02	-2.28042519214882e-02	-2.55311983765661e-02	 5.86394514004330e-03	 8.49089794691220e-03	-2.30528088161282e-02	-3.06952387993104e-02	-1.28709355178622e-02	2.520661830e+05
-7.01279709880053e-03	 6.12526557521429e-03	-7.87353346321995e-04	 9.77911498234083e-03	 8.93809355879458e-03	-2.61756744008105e-02	-3.98823254380649e-02	-1.04261486561682e-02	-7.83862474389283e-03	 1.22037781975560e-02	-7.31569433577387e-03	-2.54169769204636e-02	-2.84236762044800e-02	4.430425210e+05
-7.71850406330016e-03	 5.86470102986825e-03	-1.28322289638170e-04	 9.15857729654652e-03	 9.07361248079103e-03	-2.68792471781148e-02	-3.98049838490272e-02	-1.19339098811131e-02	-6.39955257710538e-03	 9.63309525902029e-03	-2.40449434362987e-02	 1.63490440250805e-03	-2.43144215391003e-02	1.961707400e+04
 2.02901055883850e-02	 1.15503196282433e-02	 8.16393676096777e-03	 6.57074419934521e-03	 7.98449725183981e-03	-7.40045580307074e-03	-8.66602823631469e-03	 8.18254975062758e-03	-4.16337817023362e-03	-7.94888611086596e-03	-6.07718781107418e-03	 7.21381094262714e-03	 1.55479442121078e-02	8.695314906e+04
-4.64001283623037e-02	 2.46797485500533e-02	-2.31022470768529e-02	 3.71445552053429e-02	-8.12126355098144e-02	 2.85756687742173e-02	 7.46613811744300e-02	 5.51833556216404e-02	 4.73510294794789e-02	-9.22932075504287e-03	 4.16277534782181e-02	-7.33629964719373e-03	 5.24658191887791e-02	4.239428599e+04
 2.19136027298361e-02	 1.36392107550962e-02	 3.95215758767759e-03	 4.31414572749266e-03	 7.51299781155352e-03	-1.15618241255486e-02	-8.84255051823665e-03	 6.32511249832458e-03	-6.34444125169299e-03	 2.16886560529201e-03	 1.99411745667599e-03	-1.16081607978880e-03	 9.19526673777967e-03	1.977869314e+05
 2.20885426238683e-02	 1.26888926185453e-02	 5.79718194598043e-03	 6.52704416851769e-03	 7.95034758444112e-03	-7.57227311371149e-03	-9.36327217433418e-03	 5.80424458703516e-03	-4.64556030806259e-03	-7.74077449123130e-03	-7.06635460153501e-03	 7.54442508843452e-03	 1.82299264059271e-02	6.203539640e+04
-3.31793599336162e-02	 1.40576786780422e-04	-6.11817457336514e-02	 1.07921649483260e-02	 1.55381259779004e-02	 2.66936358661139e-04	 3.67651033435913e-02	 4.02541377703781e-02	 2.20236587592254e-02	-3.81273201266677e-02	 5.87359644927325e-02	-7.78292237134208e-04	 6.53418164211134e-02	1.888220919e+05
-9.95807601655860e-04	 8.94028600388863e-03	 3.29102109838623e-02	 2.01445953029657e-02	-2.94185767352424e-02	 5.52834233357161e-04	 2.65583430581971e-02	-6.32278239185519e-03	 1.87677104904142e-02	-7.50686274018984e-04	-1.33528426173863e-02	-2.63391328639417e-02	 2.80347573927596e-02	2.092488000e+05
-1.34455455703947e-03	 8.81151996296572e-03	 3.32358915936388e-02	 1.98379373847248e-02	-2.93516058623155e-02	 2.05141952681362e-04	 2.65965638000323e-02	-7.06788930321721e-03	 1.94788725760828e-02	-2.02106887355386e-03	-2.16201192394876e-02	-1.29706077913939e-02	 3.00654728675079e-02	0.000000000e+00
-3.87063968419649e-03	-5.95673391678993e-02	 1.39175529096285e-02	-7.91947725594616e-03	-2.17830430976538e-02	 5.87165322828166e-03	 2.63707467613587e-02	-1.01363185452767e-02	 1.20866551582620e-02	-2.77214798383360e-02	 4.39871033244759e-02	-2.35827801301466e-03	 1.45761806084794e-02	9.808537000e+03
-3.69808259773064e-03	-5.95036268042086e-02	 1.37564088586944e-02	-7.76774547421597e-03	-2.18161797273273e-02	 6.04368847049357e-03	 2.63518354568962e-02	-9.76764585653943e-03	 1.17347780863232e-02	-2.70929051176434e-02	 4.80776828833651e-02	-8.97291278259159e-03	 1.35713995190553e-02	1.133430990e+05
-3.58891888604664e-03	-5.94633208495644e-02	 1.36544653043841e-02	-7.67175634497570e-03	-2.18371427463604e-02	 6.15252205110705e-03	 2.63398717164889e-02	-9.53441475648238e-03	 1.15121722924027e-02	-2.66952538186622e-02	 5.06654806767377e-02	-1.31574878566735e-02	 1.29357511351035e-02	1.788415222e+05
-3.83738416880814e-03	-5.95550604053486e-02	 1.38864969351951e-02	-7.89023523114395e-03	-2.17894292491622e-02	 5.90480817289676e-03	 2.63671021403846e-02	-1.00652672745079e-02	 1.20188407692946e-02	-2.76003397755032e-02	 4.47754472531668e-02	-3.63306245028884e-03	 1.43825373703740e-02	2.976190600e+04
-1.83387013818969e-02	-4.52074804197924e-02	 5.45105545157995e-02	-3.45124952077457e-03	-1.08393982954985e-02	 3.89070967887240e-03	 6.21770116559979e-03	 1.47295571771111e-02	-3.98405128825757e-03	-1.08146519385881e-02	-5.70041671880486e-03	 1.12115981398208e-02	 1.23574621271137e-02	1.575112470e+04
-1.83587791564238e-02	-4.52148936330018e-02	 5.45293043335397e-02	-3.46890417967345e-03	-1.08355427031679e-02	 3.87069262321535e-03	 6.21990157889364e-03	 1.46866604913228e-02	-3.94310884621558e-03	-1.08877893667508e-02	-6.17637360791145e-03	 1.19812399331610e-02	 1.24743728178046e-02	3.704423900e+03
-6.58825553511525e-02	-1.16506142902495e-02	-8.70537161545426e-02	 2.14600905616794e-02	 2.32877567284237e-02	 4.38909082623732e-03	 6.17576452825815e-03	-9.13559883253188e-03	-4.31309860099898e-02	 1.49743061279537e-04	-1.10071005860072e-02	-1.90750889298596e-03	-4.69736302239791e-04	2.373783850e+05
-6.53167614883294e-02	 2.94699925304564e-02	-5.97339874219926e-02	 1.24649549121824e-02	-2.10204402937411e-02	 7.54048957542394e-02	 5.88241950255250e-04	 1.78756889225474e-02	-4.41167794792494e-02	 5.57653766580383e-02	-1.06616461405233e-02	-2.16911784756612e-02	-1.46793590929728e-02	3.700849124e+05
-6.57153437144393e-02	 2.93228260693701e-02	-5.93617676780160e-02	 1.21144761658597e-02	-2.09438994115810e-02	 7.50075189138293e-02	 6.31924362758282e-04	 1.70241076633106e-02	-4.33039936961621e-02	 5.43134588227214e-02	-2.01103007281430e-02	-6.41231682262855e-03	-1.23584582735498e-02	1.309348604e+05
-1.61512364215716e-02	 1.47197965888749e-02	-1.48445052398459e-02	 7.57797654889270e-03	 1.31556912508467e-02	-3.30061683706198e-02	-3.44992185892138e-02	-9.65643509784139e-03	-2.60525133549165e-02	 3.01926216748507e-02	-7.95325988498451e-03	-2.19253210456881e-02	-3.30529427269872e-02	3.358807800e+05
-1.62336772246332e-02	 1.46893573960537e-02	-1.47675171239725e-02	 7.50548523490497e-03	 1.31715225934882e-02	-3.30883598575841e-02	-3.44901835321277e-02	-9.83257201084144e-03	-2.58844007089294e-02	 2.98923140733522e-02	-9.90757350217081e-03	-1.87651158432721e-02	-3.25728989246156e-02	2.864161500e+05
-1.93253964370549e-02	-1.78918466329700e-02	 1.12858355113704e-02	 3.85150771535960e-03	 8.05425208916151e-03	 1.35453919615302e-03	-1.78952969762378e-02	 5.11471007052887e-03	-9.69991217319124e-04	 1.52128948664549e-02	-1.35075658380146e-02	-2.08254728452690e-03	-1.07399125816151e-02	3.092346800e+02
-1.93259118266445e-02	-1.78920369276119e-02	 1.12863168127645e-02	 3.85105452631757e-03	 8.05435106089495e-03	 1.35402536519603e-03	-1.78952404923828e-02	 5.11360892730942e-03	-9.68940238866739e-04	 1.52110174537451e-02	-1.35197834882028e-02	-2.06279084352040e-03	-1.07369115242614e-02	0.000000000e+00
 1.64182199570568e-02	 1.03834348561927e-02	-3.16176229153362e-03	 1.37079737512241e-02	 8.34184492001280e-03	-1.38126752887742e-02	-1.76883763098357e-02	-1.22065488306358e-02	-1.96006591226655e-02	-6.79601773215934e-04	-1.41384783697856e-02	-2.76579624396925e-02	-4.08835255813933e-03	4.944270095e+05
