Gene,E1.1,E1.2,E1.3,E18.1,E18.2,E18.3,E30.1,E30.2,E30.3
CD4,9.872501,9.493585,8.036255,7.488827,8.157742,7.694939,9.526163,8.738855,9.298241
SRBD1,0,0,0,0,0,0,0,0,0.053725
KLB,8.27182,7.586211,7.738554,8.109824,7.425185,8.319538,6.929957,6.165129,7.412582
PTCD3,5.920979,5.126459,6.395159,4.552575,6.093001,5.014031,5.24599,4.379466,4.739472
ZNRF2P1,40.229706,35.783195,43.880821,34.374516,36.40086,37.933647,55.068546,38.648682,36.869141
OSR1,0,0,0,0,0,0,0,0,0
RB1CC1,0,0,0,0,0,0,0,0,0
COMT,11.78679,6.167252,9.249478,7.538262,3.909661,3.94994,2.765622,2.702586,2.98607
LGALS9B,3.731444,2.848694,3.267757,3.693841,2.623074,3.72611,3.669097,3.204046,2.559217
ILF3-AS1,0,0,0,0,0,0,0,0,0
OR51M1,0,0,0,0,0,0,0,0,0
LOC101928107,4.939457,2.067773,4.619464,6.280724,3.423601,3.408811,1.846298,1.935822,6.043175
ERP44,1.2704,1.121565,0.912138,1.508441,0.962983,2.149905,1.507058,1.236556,1.910507
RGP1,0,0,0,0,0,0,0,0,0
UMOD,0.101556,0.10083,0.096902,0.163975,0.073507,0.19832,0.168314,0.153702,0.22423
CASD1,0,0.021247,0.020596,0,0,0,0,0,0
OR5M9,0.414763,0.416902,0.807066,0.344657,0.270418,0.347166,0.334581,0.269728,0.093894
TSC2,3.524992,5.206656,5.073773,6.006024,5.561046,6.579993,4.120569,6.106995,6.222654
C9orf116,0.081964,0,0.023227,0,0.00377,0.027639,0.037288,0.025885,0
MIR642A,6.581133,6.940737,4.732969,4.931552,4.407131,4.355277,6.321887,5.723324,6.281887
ZNF699,15.774561,16.820312,16.704964,17.959471,16.652243,14.658065,9.291682,12.958132,14.440835
FAM207A,17.584726,16.812479,16.277018,15.194638,17.401247,16.64146,17.296125,15.209398,15.624292
SNORD51,0.09138,0.091761,0.06294,0.047874,0.084419,0.066064,0.08276,0.056466,0.042816
DPP4,0,0.003702,0,0.03022,0,0,0,0.001911,0.028787
SCRN3,0,0,0,0,0,0,0,0,0
HMGCLL1,0,0,0,0,0,0,0.004723,0,0
MDFIC,3.578677,4.173502,3.75869,3.234344,6.233699,3.68835,3.742162,3.330588,4.066279
GPC3,0,0,0,0,0,0,0,0,0
ATF3,12.459311,9.960812,12.728867,17.166286,15.313261,17.474703,20.229502,23.081432,19.240217
CIB4,0.100038,0.079146,0.081039,0.101122,0.046485,0.087862,0.045143,0.109868,0.071158
SPRR3,0.162871,0.431925,0.369724,0.35102,0.464186,0.489469,0.28712,0.342421,0.422182
HAVCR1P1,0.088555,0.235141,0.156057,0.361023,0.290392,0.242294,0.110323,0.249871,0.233921
IGSF9,0,0,0,0,0,0,0,0,0
PLPP5,0,0,0,0,0,0,0,0,0
MC4R,0.812705,0.936091,0.781184,0.722166,1.170162,1.039379,1.386567,1.217779,1.635352
TMPRSS7,0.010316,0.007981,0.02082,0.003279,0.005006,0.000821,0.073755,0.004204,0.035796
PTGES2,0,0,0,0,0,0,0,0,0
HS1BP3,2.438475,3.124882,2.423,2.967573,3.254522,2.762615,2.796041,3.078636,3.396334
BTG2,0,0,0,0,0,0,0,0,0
DZANK1,0,0,0,0,0,0,0,0,0
RUNX1,0,0.033332,0,0,0,0,0,0,0
SLC26A6,33.959747,30.435499,24.762613,24.476795,28.757261,28.384298,32.642281,32.517319,39.415783
MIR203A,0,0,0,0,0,0,0,0,0
FAM24A,2.341511,2.809439,1.654262,3.270905,3.442396,3.482826,6.043306,2.742357,3.462787
ATP6V0D2,1.668545,2.098351,2.028982,3.141461,3.639046,3.504947,2.319461,2.453986,2.178461
UGGT1,0,0,0,0,0,0,0,0,0
TMEM222,0,0,0,0,0,0,0,0,0
GTPBP2,9.04559,8.403511,7.647159,11.601703,10.590883,12.619592,10.933514,11.155341,11.635831
TTI1,0,0,0,0,0,0,0,0,0
KLHL35,7.458627,6.900738,6.593328,7.384756,8.137594,7.854334,8.390344,8.31707,9.049716
FRMD5,0.42018,0.295468,0.087637,0.427351,0.175017,0.298952,0.36047,0.376105,0.399064
MSMP,0,0,0,0,0,0,0,0,0
RPN1,0.271987,0.462048,0.81717,0.250019,0.243848,0.358701,0.223124,0.377572,0.155959
CDC42EP2,8.147358,8.877028,8.800045,8.854676,8.799152,9.650818,10.523387,8.784516,11.870918
TMEM251,61.150444,64.834518,65.055428,59.42395,62.83511,64.990425,77.579445,78.133621,76.317795
DGCR2,0.887577,1.368097,0.944784,0.852855,0.921123,1.003446,1.676607,0.824587,0.903283
PLCZ1,13.290813,13.687932,14.507389,13.150275,13.309704,13.218805,12.630616,12.724627,12.361882
NRARP,17.339079,13.56757,12.723166,17.053841,16.488966,15.317512,16.572435,14.921531,11.238245
IARS2,4.548069,2.508018,1.893319,3.075733,2.773505,4.142986,3.017195,3.760269,2.937645
PSMB4,0,0,0,0.023675,0,0,0,0.005721,0.012477
IPP,1.902801,2.174831,1.989885,2.892611,2.261734,2.289127,1.928466,1.884427,2.743438
EMC3,0.091965,0,0,0.019745,0,0,0.116227,0.02892,0.49708
FDPSP2,0,0,0,0.165144,0,0,0,0.038187,0
HYPM,0.018491,0.039952,0.02758,0.029046,0.041719,0.012519,0.038659,0.026676,0.017374
MGAT4A,0,0,0,0,0,0,0,0,0
IFNL2,5.438216,6.173399,4.94273,4.806761,6.012649,7.541098,8.492849,8.825322,8.435419
TRIM62,8.698048,5.577536,7.290738,7.213113,7.369867,6.893777,8.220807,9.041739,7.074894
CXorf21,30.043066,37.960186,48.270519,43.649075,28.271139,27.5888,10.177341,7.883918,9.50439
FLNA,0,0.043072,0.016973,0,0,0,0,0,0
C2orf27B,0,0,0,0,0,0,0,0,0
MVB12A,3.280208,3.194843,3.645163,7.452139,6.949989,5.237141,5.039337,6.124035,4.808371
BEX3,0,0.006406,0,0.042158,0,0.10079,0,0.248957,0.076544
ARL2BP,0.00954,0,0,0,0,0,0,0,0
LOC100133669,7.936944,7.328608,7.179099,4.874983,8.369349,6.510008,6.740438,6.673828,5.203143
RALGPS1,4.464842,3.820101,4.59594,4.697659,3.957505,4.815711,4.2612,4.077538,4.438334
CLEC3B,7.101251,6.344844,7.166774,6.36979,7.459148,7.163863,8.075784,7.611394,6.720571
ZKSCAN8,4.576097,3.870046,3.918782,4.431862,4.759903,5.033683,5.057634,5.087519,5.035637
RPGRIP1L,1.774086,2.234257,2.160173,1.966681,2.355433,2.524058,2.313818,2.187762,2.288517
NOA1,3.114849,3.372759,3.045104,3.210066,2.72034,3.239834,2.472957,2.358677,3.214201
C1QTNF3,0,0.124835,0,0,0.111339,0,0.167439,0,0
NDUFS5,0.006794,0.052015,0.001254,0.008687,0,0,0.001797,0.002749,0
CAMTA2,5.880831,4.039436,5.125777,3.480218,2.557633,2.684947,3.495405,2.551764,4.368346
ALPI,0.428276,0.471538,0.458239,0.893975,0.905394,1.201989,1.153209,0.711057,0.388096
FBXO11,11.532938,10.338835,10.627674,10.498373,11.576992,18.54067,14.91571,12.278736,13.328574
IGFL1,35.526627,33.986954,39.254601,49.485394,46.956779,36.489765,25.145893,20.049246,15.726511
JAZF1,12.134742,14.817443,12.549392,12.602866,13.369319,13.775299,14.095647,13.569591,14.741001
MTIF2,0,0,0,0,0,0,0,0,0
ESYT2,0.021295,0,0,0.007052,0.025379,0,0,0,0
MTSS1L,0.003144,0,0,0,0,0,0,0,0
RITA1,0,0.012706,0,0,0,0,0,0,0
ERBIN,0.837956,0.520988,0.570499,0.952839,0.740043,0.411427,0.308182,0.429441,0.625916
FEZF1-AS1,79.526489,64.083282,95.194908,83.370171,106.720108,89.754532,84.680504,82.667168,68.417664
PRSS3,0.08187,0.092788,0.108284,0.083634,0,0,0,0,0
AKR1C4,0,0,0.016865,0,6.416234,0,0,0.025498,0.081081
DDX42,0.801,0.130218,0.342093,0.248834,0.648724,0.092296,0.238729,0.217978,0.280502
LOC283332,6.432052,6.718151,2.315134,2.23852,2.453915,6.365592,6.916028,5.424904,2.734849
LOC646214,0.518018,0.92847,0.619816,1.018028,0.766115,0.578275,0.504326,0.786984,0.923889
ASAP2,0,0,0,0,0,0,0,0,0
LRRC30,0.007601,0.003903,0,0,0,0,0,0.041702,0.013443
FAM222B,0.196147,0.168153,0.14066,0.140533,0.210591,0.229503,0.165096,0.129426,0.212691
AMER3,0.071839,0.090674,0.080808,0.13273,0.385154,0.475878,0.142271,0.256874,0.71841
SPATA31A3,0,0,0,0,0,0.045327,0,0,0
CYP2C8,0,0,0,0,0,0,0,0,0
UFC1,13.771955,14.648648,13.486039,12.953266,12.835145,13.014754,11.906537,10.411196,12.740034
LGALS4,0,0,0,0,0,0,0,0,0
TMEM150A,57.046833,53.324146,55.728539,49.919575,52.94418,50.430218,52.344727,48.118961,48.296268
PNMAL1,0,0,0,0,0,0,0,0,0
PTCD2,0,0,0,0,0.011868,0,0,0,0
EFHC1,0,0,0,0,0,0,0,0,0
ZNF613,9.093165,8.782993,8.217687,9.299419,9.303549,9.83665,10.048341,9.170194,11.077269
KIF26B,0.0266,0.020252,0.169582,0.11401,0.136717,0.012176,0.041471,0.121732,0.32264
RAVER1,7.263482,6.88874,15.242793,6.695716,8.283422,9.373158,7.829192,7.5501,10.613465
GNG4,9.143288,8.803715,9.340482,10.091006,7.725957,9.227847,8.71756,9.025303,8.819015
YIPF5,0.108374,0.060709,0.097285,0.045395,0.145248,0.111449,0.021597,0.044178,0.045295
GJB2,0,0,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0,0,0
APOE,4.343101,6.048098,6.657849,6.545799,8.249207,6.946016,11.401578,6.541455,6.95249
MRPS7,89.725433,77.543358,79.952423,57.042381,43.110409,45.836826,35.950455,22.626534,26.059635
MAD2L2,0.978334,1.980389,2.289238,2.111733,1.16403,0.913797,1.480438,1.069336,1.791474
MED10,4.217019,3.717138,3.60679,4.529449,4.055032,4.591912,4.665184,3.004278,5.010962
CMTM6,4.660397,4.788866,4.895027,4.767683,5.16431,4.830315,4.239771,3.751603,4.290733
MET,0,0.262125,0.038895,0,0.016561,0.059405,0.311795,0.014585,0.015539
SLC25A38,44.26535,45.801849,45.719406,49.641052,51.435818,53.316071,59.255177,58.468685,59.693913
FKTN,0.008792,0.012535,0.009311,0.016186,0.041173,0.007787,0.011815,0,0
TMEM105,84.902527,151.247803,137.775238,70.279541,177.822174,168.966263,156.41478,131.097183,143.380142
POLD4,0,0,0,0,0,0,0,0,0
BPY2,0.300077,0.295622,0.346615,0.159233,0.260807,0.393969,0.3012,0.301337,0.159993
IPO8,0,0,0,0,0,0,0,0,0
PTH2R,4.122508,2.278605,6.056291,3.563912,4.319048,2.063803,2.363774,4.410701,2.551501
SLC12A4,0,0.188861,0,0.132823,0.145957,0.159898,0.094798,0.079059,0.047652
HIST1H2AG,0,0,0,0,0,0,0,0,0
CBS,115.110588,112.886337,100.846275,107.751785,91.289429,83.80085,200.572906,182.372574,175.352341
GINS3,14.098072,15.21421,15.473111,21.034073,20.05966,15.771386,20.310778,19.69894,16.029737
ZNF204P,80.934006,82.778534,73.977608,74.705818,83.59272,71.862488,67.540413,33.464199,64.761749
SNPH,0,0,0,0,0,0,0,0,0
NCK2,0.225392,0.54729,0.487926,0.160288,0.337138,0.434683,0.160636,0.57783,0.52297
SNRPG,7.739398,5.670249,9.70919,11.875796,9.14525,10.652627,4.64035,6.0938,5.482871
HTATIP2,1.551397,1.385838,2.052715,1.442867,1.637349,2.480453,1.629028,1.979161,2.30985
ANO9,0,0,0,0,0,0,0,0,0
SNORA64,11.117842,10.987969,10.889985,8.28003,12.424625,10.254111,13.109248,8.961918,9.259292
DESI2,1.93152,2.029629,1.71379,2.110859,2.775062,2.983063,2.11254,2.39101,2.35564
GVINP1,1.610319,2.346735,1.874618,1.810782,2.089157,1.938392,1.339185,1.463719,1.670843
PDLIM3,0,0,0,0,0,0,0,0,0
LIN28B,0,0,0,0,0,0,0,0,0
TMEM8A,0.221346,0.197038,0.219507,0.372565,0.239832,0.135831,0.253471,0.194325,0.166917
ETFDH,22.213783,26.376339,21.461187,27.056644,26.437145,28.969177,23.560547,23.424362,28.148794
RPP14,0.325263,0.243716,0.124417,0.335637,0.253938,0.164048,0.112394,0.115095,0.59538
USP17L30,0,0,0,0,0,0,0,0,0
WRAP53,0.016093,0,0.017243,0,0.11134,0.063619,0.058465,0,0.037983
CFAP126,1.975296,2.033059,1.875538,3.840734,5.141468,5.135083,3.504454,4.687996,3.158466
MIR629,0,0,0,0,0,0,0,0,0
TRIM6-TRIM34,193.628922,240.065445,240.710266,149.7547,131.345718,131.644272,79.460152,82.376007,93.036827
SLC39A4,0,0,0,0,0,0,0,0,0
ZNF451,0,0,0,0,0,0,0,0,0
C3orf36,0.951645,1.052747,0.858627,1.116253,1.389168,1.225832,1.159164,1.228014,1.305764
GRIFIN,40.832321,41.758301,40.159992,43.303154,46.591866,44.674599,45.342194,42.847668,45.825439
PDXP,1.600315,0.754019,0.442355,1.032634,0.468215,1.072202,1.268112,0.560219,1.455626
HERC2,0,0,0,0,0,0,0,0,0
PCDH20,0.149088,0.035154,0.015278,0.019275,0,0.005135,0,0.01086,0
LINC00380,0,0,0,0,0,0,0,0,0
MTMR4,0.276778,0.237475,0.207519,0.203498,0.110761,0.233563,0.29287,0.298544,0.280908
NPFF,0.144548,0,0.030288,0.061014,0,0,0,0.091843,0
RYR3,0,0,0.048349,0,0,0,0,0,0
PODN,0.00322,0.008006,0,0,0,0,0,0,0
TMEM182,2.300927,2.655259,2.160521,2.633372,2.903939,2.931998,3.176944,3.117571,3.709951
ZFP36L1,0.092705,0.060816,0.050309,0.038834,0.054826,0.061536,0.040023,0.027251,0.03958
F8A1,0.744688,0.534185,0.834666,0.506924,0.383767,0.010681,0.211738,0.89066,0.525107
PNKP,107.413048,90.125359,92.169693,84.058708,98.406746,76.448616,70.098045,73.206161,66.498047
SAMD15,0.121147,0,0,0,0,0,0,0,0
KRT80,0,0,0,0,0,0,0,0,0
MFAP4,0,0,0,0,0,0,0,0,0
SPOCK3,0.144367,0.106305,0.13841,0,0.114103,0,0.089071,0,0.190728
EML3,0,0,0,0,0,0.048526,0.022541,0,0
ADIRF,0,0,0,0.01966,0,0,0,0,0.028974
ZMPSTE24,3.613371,1.346072,2.638866,2.651582,3.21086,2.920527,1.911835,2.978093,2.744448
EXOC6B,12.516207,11.926959,13.104287,14.564629,12.494885,9.363051,12.712792,17.938362,11.21365
MED15,4.294301,4.99567,4.415226,3.708998,3.134197,3.595989,2.905235,3.111325,3.165889
EIF3J-AS1,1.921661,1.725738,1.725162,1.555,2.662601,2.034445,1.602901,2.215287,3.238084
LOC642929,4.801995,5.186744,4.427677,5.274582,4.657654,4.994365,4.41922,4.86511,4.971732
ADAMTSL4,1.662076,1.567077,1.806988,2.663549,3.262361,2.725096,1.788909,2.164039,2.380767
TDRD9,0.952935,1.406509,0.966242,0.941298,1.580336,1.632756,1.357116,1.415494,1.625071
VSX2,0,0,0,0,0,0,0,0,0
SGMS2,0.119696,0.259698,0.237162,0.21694,0.35335,0.28857,0.540778,0.292391,0.363941
TET2,0,0,0,0,0,0,0,0,0
PLVAP,0,0,0,0,0,0,0,0,0
PAX2,0.516506,0.433719,0.432433,0.24717,0.472881,0.504144,0.321981,0.506555,0.753786
TCP11,0,0,0,0,0,0,0,0,0
ADRB3,0,0,0,0,0,0.093868,0,0,0
MMS19,1.705823,1.918624,1.258142,0.734966,2.635866,1.078925,2.088069,1.457162,6.847965
MIR9-1,0,0,0,0,0,0,0,0,0
C3orf18,0,0,0,0,0,0,0,0,0
NCOA6,0.012806,0,0,0.012727,0.107062,0,0.027946,0,0.013922
SULT1C4,3.642992,4.557206,6.293265,4.093137,5.417946,4.807925,6.181468,4.423543,7.044802
MIR548H3,1.623981,1.67962,1.739839,1.135262,1.659659,1.584805,1.889799,1.94462,1.464162
MIIP,9.084541,9.630121,10.619768,11.078412,9.377626,9.631758,12.47134,11.199408,9.405766
C5orf64,0,0,0,0,0,0,0,0,0
PPP1R3G,2.792289,2.329278,2.574076,1.966355,2.354686,0.18053,2.027662,2.022687,2.027468
MCFD2,0,0,0,0,0,0,0,0,0
LOC283713,0,0,0.03868,0.054776,0.269053,0.187606,0.060426,0.109123,0
PCBP1,13.482573,13.661999,14.487202,14.321259,14.705304,16.028999,12.813984,12.944696,11.44941
CASR,0.041406,0.016669,0,0,0,0,0,0,0
NHP2,0.088339,0.064281,0.114712,0.04772,0.072985,0.061026,0.069447,0.075172,0.093435
S1PR2,0.021331,0,0,0,0,0,0,0,0
NATD1,7.924172,8.09595,13.49235,20.395418,22.729132,11.508212,6.448368,6.629534,5.841773
MIRLET7E,0,0,0,0,0,0,0,0,0
FZD1,17.852127,18.264183,17.530003,19.677952,21.176977,20.376095,25.469973,26.142885,22.097628
CACHD1,0,0,0,0,0,0,0,0,0
FLJ41455,0,0,0,0,0,0,0,0,0
TCF23,0,0,0,0,0,0,0,0,0
IRS2,0.016477,0,0,0,0.049297,0,0.027731,0,0
NPS,0,0.018032,0,0,0,0,0.006086,0,0
APOA4,0.155525,0.095587,0.190746,0.144784,0.166533,0.098339,0.167761,0.125124,0.192461
TCOF1,0.025061,0.089063,0,0.01689,0,0.007203,0,0.021319,0.04494
LINCMD1,24.839703,27.559813,25.919714,21.256403,24.917048,24.640148,26.267138,24.553591,24.782906
ARID3A,0,0,0,0,0,0,0,0,0
ZNF703,0.021561,0.018921,0.083112,0.032634,0.060387,0.044856,0.040781,0.068962,0.076832
SUCLG1,3.635852,2.722598,3.39893,3.045389,4.396659,3.382166,2.662059,3.350129,3.570667
SLC39A11,3.82956,3.942225,4.173052,4.993244,4.768337,4.770285,5.635015,5.999226,6.213737
TTTY15,40.01693,42.274242,41.928268,42.530811,41.821018,41.73439,32.859959,28.97394,30.014616
FAM9B,34.035568,31.034409,35.859802,28.041,31.514627,34.840977,30.117987,28.733503,30.22563
CMTM5,0.040733,0.027459,0,0,0.033846,0,0.024651,0,0.051953
CHAF1B,1.381727,1.170135,1.314786,0.720459,0.755457,1.227912,1.098338,1.122728,0.814286
TIMMDC1,0,0,0,0,0,0,0,0,0
MAGEA10,0.010333,0.022634,0.026828,0,0,0.01191,0,0,0
VASH2,4.127423,4.417253,5.066404,5.723305,5.44056,2.951318,3.753962,4.308537,4.160347
AMACR,0,0,0,0,0,0,0,0,0
SNORA56,0,0,0,0,0,0,0,0,0
ZNF343,5.135726,7.376879,2.869554,5.045258,5.537681,7.216159,5.57963,2.992498,4.561468
LAMB3,14.047215,12.561479,12.368654,11.205624,12.267521,12.508778,12.899393,11.439695,13.344004
PI4K2A,0.044799,0,0,0.016539,0,0,0,0,0
C19orf73,0,0,0,0,0,0,0,0,0
MIR1202,1.940006,2.163578,1.674595,2.75416,2.554379,3.36912,2.93755,3.502421,3.049527
RB1,0,0,0,0,0,0,0,0,0
CCNJ,0,0,0,0,0.013495,0,0,0,0
CLDN22,10.371083,11.858593,12.634714,10.416577,11.917188,10.812844,11.596094,10.863235,10.007744
PPP1CB,68.401611,51.795048,60.849277,53.388424,54.202251,50.07296,51.880989,56.05859,47.291271
FAM179B,0,0,0,0,0,0,0,0,0.007279
TAF12,4.679256,4.851126,5.8601,9.285486,6.685733,5.076458,4.389659,4.585541,3.882552
SCARNA17,2.987172,3.510028,3.269434,4.318221,3.371831,3.908787,4.60567,4.341557,3.85875
ICOS,0.059803,0.015075,0.021935,0.029574,0.026231,0.016635,0.028909,0.031568,0.064192
NEK4,0,0,0,0,0,0,0,0,0
LINC01235,0,0,0.103033,0.056041,0,0,0.220569,0.062277,0
CLPP,0,0,0.051756,0.071046,0,0,0,0.039181,0.024054
EMC8,6.703524,6.582377,6.468305,6.068727,13.290557,6.766022,7.161705,6.496202,12.556477
LMNTD2,1.128452,0.99414,1.098651,0.752412,1.078818,0.936176,1.23295,0.819246,1.479159
TNIP3,0,0,0,0,0,0,0,0,0
IL17RA,0.066089,0.052232,0.000416,0,0,0.006454,0,0,0
CLDND2,0,0,0,0,0,0,0,0.026563,0.009076
VPS28,1.024684,0.801412,1.228523,1.727237,1.10076,2.335962,0.548686,0.399719,0.693856
HYDIN,0,0,0,0,0,0,0.081375,0,0
WDR54,0,0,0,0.00677,0,0,0,0,0
IRF6,0.057551,0.041468,0.037095,0.087949,0.218199,0.230866,0.125079,0.08552,0.127151
SPSB4,0,0,0,0,0,0,0,0,0
RABL6,0,0,0,0,0,0,0,0,0
CFAP45,0.152549,0.423833,0.060437,0.478894,0.678783,0.286468,1.02017,1.06846,0.932284
FBXO10,0.595121,0.5858,0.489233,0.552835,0.568518,0.293499,0.575326,0.576278,0.703102
SERPINF1,0.155631,0,0.130968,0.040913,0.049354,0.153342,0.084286,0.038722,0
CLEC4F,0,0,0,0,0,0,0,0,0
ZNF414,0.022829,0.058205,0,0.058644,0.023289,0,0.027125,0,0
OR5C1,4.753754,4.914026,4.162289,4.771415,4.923841,5.086593,5.401535,5.699111,6.3932
SETD4,15.688992,16.619703,15.122776,17.673485,18.78697,19.235294,20.377748,19.737749,19.433399
TBXAS1,31.903477,33.45332,38.763855,38.990723,41.514587,42.750931,30.345722,27.108633,28.305187
CA14,0.005556,0,0,0.001904,0,0.00145,0,0,0
GOLT1B,23.984646,23.711596,22.440411,19.911488,23.741453,21.659575,23.649399,20.545803,22.674623
BDKRB1,1.347364,1.314334,0.014584,0.013948,0.225673,0.668867,0.947951,0.992007,0
CD84,21.465332,23.861057,22.754522,21.999151,24.897417,27.662453,31.215611,29.740299,25.667364
ANXA3,2.884982,2.848261,3.055275,1.737296,2.378962,2.64434,2.791835,2.446947,2.726545
PGBD3///ERCC6,0,0,0,0,0,0,0,0,0
FNDC3B,8.074016,1.066344,3.845118,8.114944,3.122033,0.907445,9.822245,5.168726,2.439425
CHIC1,17.745785,16.768566,15.264501,16.172194,16.083668,15.550013,14.01756,11.221229,11.775674
SNORA17B,108.897278,101.741379,111.096313,129.95668,143.5616,57.380798,85.820236,43.103981,91.909882
TBC1D16,11.134744,10.77032,10.602202,9.752112,8.66188,10.800242,7.765107,7.67376,9.03222
CHRNA1,0,0,0,0,0,0,0,0,0
F2,52.735714,53.19521,50.48605,52.919628,66.040085,55.998451,70.805527,63.203491,64.204819
GPR32,0,0,0,0,0,0,0,0,0
NAGLU,0,0,0,0,0,0,0.092143,0.188111,0.060386
FAM208A,0.0608,0.121237,0.196021,0.141942,0.05333,0.041562,0.129739,0.061473,0
POU6F2-AS1,3.365329,3.859886,3.357795,3.826522,3.964805,3.873073,4.213443,4.835615,4.885042
RPL22,0.163125,0.163549,0.102505,0.46883,0.155787,0.361801,0.264238,0.400842,0.173437
MIR663B,0.061718,0.084066,0.090767,0.119215,0.136211,0.118754,0.146419,0.136246,0.154516
TPTE2,11.905422,11.554925,12.694313,18.440041,13.948843,13.384395,6.900561,7.432679,5.357661
TBX2,0,0,0,0,0,0,0,0,0
GAGE2A,0.033155,0,0.012597,0,0,0,0,0,0
MED12L,0,0,0,0,0,0,0,0,0
CTCF,0,0,0,0,0,0,0,0,0
GNG11,0.52215,0.58087,0.468586,0.593879,0.766956,1.130562,0.42527,0.985716,0.890147
TRMT112,0,0,0,0.028347,0,0,0,0,0
IQCF3,10.349557,10.527881,9.985419,9.846895,10.66736,11.603189,11.584911,10.54106,11.848632
PPP1R14C,0.256768,0.249073,0.243477,0.084349,0.15332,0.321302,0.352263,0.408019,0.120566
FAM114A2,4.071127,3.350061,2.884655,4.562469,4.883737,3.779912,4.077469,4.831561,3.485698
CCDC96,0.018943,0.042958,0.049892,0.006964,0.032124,0.024015,0.017945,0,0.031288
LOC101929759,0,0,0.008069,0,0.001751,0.006753,0,0.021827,0
DECR1,0,0.006262,0,0.015307,0,0,0,0,0
SUV39H2,0.034028,0.412929,0.095231,0.031557,0.034731,0.01496,0.245296,0.029101,0.113812
YIPF2,2.545483,3.423124,0.66703,2.558192,2.966312,2.356241,3.937878,4.197136,4.600107
MBOAT7,5.852958,6.605683,6.954768,5.574748,5.558411,6.27035,5.255035,5.602217,5.437024
TAS2R3,0.009938,0,0.003748,0.002009,0.007289,0.007683,0.00713,0,0
KIF20A,0,0,0,0,0,0,0,0,0
PCDHA2,1.4633,1.745738,2.103159,1.360004,1.903718,1.482896,2.127303,2.649131,1.974109
LOC101929054,0,0,0,0,0,0,0,0,0
BTG3,30.679718,28.186531,27.350645,19.08025,20.889856,21.421543,20.931377,21.109472,23.675255
BDKRB2,16.167311,16.836679,16.723606,11.981505,14.344195,13.989916,13.094646,13.630652,14.565325
MIER2,0.051437,0.00904,0.045549,0.029064,0.030083,0.020949,0.008497,0.030441,0.029189
OR14J1,22.354889,23.388435,22.974476,20.845192,25.08341,21.779533,25.190273,25.413549,25.381296
DPF2,4.005083,4.680003,4.012327,4.085878,4.816949,4.708865,7.042797,5.635308,6.739144
ACAA2,1.216123,1.292279,1.084794,1.18036,1.295241,1.223098,1.418112,1.332515,1.285507
POC1A,1.721407,2.177874,1.710363,2.189381,1.382176,1.579689,1.124367,1.941673,1.003268
TTTY6B,0,0,0,0,0,0,0,0,0
RPS27L,0.042297,0.048855,0,0,0.107517,0.151436,0.012036,0,0
PLEKHF2,0,0.075445,0.008391,0.070685,0.092522,0.053818,0.142279,0.143914,0.070814
ZNF518B,201.68515,175.561752,202.092758,186.285034,209.414963,203.158539,207.083237,184.284317,198.270645
CHMP3,22.862375,21.22687,22.167229,16.865494,19.151768,19.551147,11.837561,18.253904,14.633647
CSMD2,0.896821,1.156588,0.81238,0.653603,0.654825,1.286928,0.937926,1.780881,1.097667
ZRSR2,0,0,0,0,0,0,0,0,0
C1orf229,1.713262,2.117915,1.485778,1.343613,1.091834,1.114557,1.345079,1.025197,0.629449
MIR551B,0,0.184797,0,0,0,0,0,0,0
TBC1D2,0,0,0,0,0,0,0,0,0
PEA15,3.296376,3.069279,2.723207,3.338093,3.532678,3.927197,3.841881,3.342464,3.612668
KDM2B,0,0,0,0,0,0,0,0,0
MIR657,0,0,0,0,0,0,0,0,0
COG5,0,0,0,0,0,0,0,0,0
SMS,273.055786,264.254974,263.651917,243.966614,257.005066,230.192078,227.324158,214.681442,214.206421
TRMT13,0.007239,0.012961,0.011451,0,0,0,0,0.005761,0
ELAVL2,22.806414,11.477201,14.900303,15.972222,9.892079,25.349098,10.455026,22.828711,27.370739
FSHR,4.436604,4.54745,7.151324,7.561304,10.010379,10.462818,6.113492,4.459856,4.260256
ATP5D,11.630519,11.42757,9.0182,10.169344,11.252078,11.219707,12.789828,9.905521,11.452806
C7orf49,0,0,0.051115,0,0,0,0,0,0.000012
ALX3,0.512462,0.600588,0.442917,1.059123,0.414453,0.6021,0.796004,0.469536,0.390503
WRAP73,0.0056,0.008109,0.007742,0,0.001229,0.006132,0.684429,0.009526,0.000156
MYEF2,7.860295,7.122931,6.766654,8.794493,9.018247,7.855245,8.810541,7.757246,8.787831
AHCY,0.054198,0,0.032034,0.040426,0.056375,0.034981,0.012353,0.039101,0.013998
PLCB1,0.398816,0.236152,0.167519,0.111187,0.131377,0.22393,0.108885,0.209515,0.140279
SS18L2,0.09029,0,0.062869,0,0.058687,0.084,0.119,0,0
BCKDK,0.05665,0.742537,0.037959,0.054866,0.094206,0.316198,0.086876,0.024975,0.143949
TUBA3FP,5.605338,6.177269,6.001615,7.027582,7.100274,9.066316,5.29434,5.59367,9.168731
LEMD2,0,0,0,0,0,0,0,0,0
INPP5D,0.754128,0.817936,0.628863,0.495535,0.411013,0.600748,0.678225,0.559862,0.470861
ZNF287,12.666875,9.023549,10.62226,11.174828,13.885314,11.764411,12.764715,8.977379,12.255065
